Time Range,Flag,Vessel Name,Entry Timestamp,Exit Timestamp,Gear Type,Vessel Type,MMSI,IMO,CallSign,First Transmission Date,Last Transmission Date,Apparent Fishing Hours
2023-03-19,ECU,PIERINA,2023-01-04T21:00:00Z,2023-12-23T16:00:00Z,FISHING,FISHING,735059481,,HC5931,2016-09-23T16:32:12Z,2024-11-09T13:20:09Z,2.33
2023-10-06,ECU,PIERINA,2023-01-04T21:00:00Z,2023-12-23T16:00:00Z,FISHING,FISHING,735059481,,HC5931,2016-09-23T16:32:12Z,2024-11-09T13:20:09Z,1.75
2023-02-12,ECU,PIERINA,2023-01-04T21:00:00Z,2023-12-23T16:00:00Z,FISHING,FISHING,735059481,,HC5931,2016-09-23T16:32:12Z,2024-11-09T13:20:09Z,4.25
2023-04-26,ECU,PIERINA,2023-01-04T21:00:00Z,2023-12-23T16:00:00Z,FISHING,FISHING,735059481,,HC5931,2016-09-23T16:32:12Z,2024-11-09T13:20:09Z,22.59
2023-07-01,ECU,PIERINA,2023-01-04T21:00:00Z,2023-12-23T16:00:00Z,FISHING,FISHING,735059481,,HC5931,2016-09-23T16:32:12Z,2024-11-09T13:20:09Z,8.36
2023-07-20,ECU,PIERINA,2023-01-04T21:00:00Z,2023-12-23T16:00:00Z,FISHING,FISHING,735059481,,HC5931,2016-09-23T16:32:12Z,2024-11-09T13:20:09Z,1.33
2023-03-07,ECU,PIERINA,2023-01-04T21:00:00Z,2023-12-23T16:00:00Z,FISHING,FISHING,735059481,,HC5931,2016-09-23T16:32:12Z,2024-11-09T13:20:09Z,7.17
2023-04-17,ECU,PIERINA,2023-01-04T21:00:00Z,2023-12-23T16:00:00Z,FISHING,FISHING,735059481,,HC5931,2016-09-23T16:32:12Z,2024-11-09T13:20:09Z,8.41
2023-05-17,ECU,PIERINA,2023-01-04T21:00:00Z,2023-12-23T16:00:00Z,FISHING,FISHING,735059481,,HC5931,2016-09-23T16:32:12Z,2024-11-09T13:20:09Z,2.58
2023-10-09,ECU,PIERINA,2023-01-04T21:00:00Z,2023-12-23T16:00:00Z,FISHING,FISHING,735059481,,HC5931,2016-09-23T16:32:12Z,2024-11-09T13:20:09Z,1.00
2023-06-29,ECU,PIERINA,2023-01-04T21:00:00Z,2023-12-23T16:00:00Z,FISHING,FISHING,735059481,,HC5931,2016-09-23T16:32:12Z,2024-11-09T13:20:09Z,2.08
2023-02-02,ECU,PIERINA,2023-01-04T21:00:00Z,2023-12-23T16:00:00Z,FISHING,FISHING,735059481,,HC5931,2016-09-23T16:32:12Z,2024-11-09T13:20:09Z,2.17
2023-06-23,ECU,PIERINA,2023-01-04T21:00:00Z,2023-12-23T16:00:00Z,FISHING,FISHING,735059481,,HC5931,2016-09-23T16:32:12Z,2024-11-09T13:20:09Z,1.25
2023-07-16,ECU,PIERINA,2023-01-04T21:00:00Z,2023-12-23T16:00:00Z,FISHING,FISHING,735059481,,HC5931,2016-09-23T16:32:12Z,2024-11-09T13:20:09Z,3.17
2023-11-17,ECU,PIERINA,2023-01-04T21:00:00Z,2023-12-23T16:00:00Z,FISHING,FISHING,735059481,,HC5931,2016-09-23T16:32:12Z,2024-11-09T13:20:09Z,7.42
2023-08-16,ECU,PIERINA,2023-01-04T21:00:00Z,2023-12-23T16:00:00Z,FISHING,FISHING,735059481,,HC5931,2016-09-23T16:32:12Z,2024-11-09T13:20:09Z,9.92
2023-12-20,ECU,PIERINA,2023-01-04T21:00:00Z,2023-12-23T16:00:00Z,FISHING,FISHING,735059481,,HC5931,2016-09-23T16:32:12Z,2024-11-09T13:20:09Z,17.17
2023-11-18,ECU,PIERINA,2023-01-04T21:00:00Z,2023-12-23T16:00:00Z,FISHING,FISHING,735059481,,HC5931,2016-09-23T16:32:12Z,2024-11-09T13:20:09Z,3.42
2023-11-02,ECU,PIERINA,2023-01-04T21:00:00Z,2023-12-23T16:00:00Z,FISHING,FISHING,735059481,,HC5931,2016-09-23T16:32:12Z,2024-11-09T13:20:09Z,8.92
2023-01-06,ECU,PIERINA,2023-01-04T21:00:00Z,2023-12-23T16:00:00Z,FISHING,FISHING,735059481,,HC5931,2016-09-23T16:32:12Z,2024-11-09T13:20:09Z,4.01
2023-03-13,ECU,PIERINA,2023-01-04T21:00:00Z,2023-12-23T16:00:00Z,FISHING,FISHING,735059481,,HC5931,2016-09-23T16:32:12Z,2024-11-09T13:20:09Z,6.92
2023-10-29,ECU,PIERINA,2023-01-04T21:00:00Z,2023-12-23T16:00:00Z,FISHING,FISHING,735059481,,HC5931,2016-09-23T16:32:12Z,2024-11-09T13:20:09Z,2.42
2023-01-13,ECU,PIERINA,2023-01-04T21:00:00Z,2023-12-23T16:00:00Z,FISHING,FISHING,735059481,,HC5931,2016-09-23T16:32:12Z,2024-11-09T13:20:09Z,20.76
2023-03-26,ECU,PIERINA,2023-01-04T21:00:00Z,2023-12-23T16:00:00Z,FISHING,FISHING,735059481,,HC5931,2016-09-23T16:32:12Z,2024-11-09T13:20:09Z,11.32
2023-03-28,ECU,PIERINA,2023-01-04T21:00:00Z,2023-12-23T16:00:00Z,FISHING,FISHING,735059481,,HC5931,2016-09-23T16:32:12Z,2024-11-09T13:20:09Z,3.33
2023-11-03,ECU,PIERINA,2023-01-04T21:00:00Z,2023-12-23T16:00:00Z,FISHING,FISHING,735059481,,HC5931,2016-09-23T16:32:12Z,2024-11-09T13:20:09Z,6.17
2023-12-12,ECU,PIERINA,2023-01-04T21:00:00Z,2023-12-23T16:00:00Z,FISHING,FISHING,735059481,,HC5931,2016-09-23T16:32:12Z,2024-11-09T13:20:09Z,8.67
2023-06-24,ECU,PIERINA,2023-01-04T21:00:00Z,2023-12-23T16:00:00Z,FISHING,FISHING,735059481,,HC5931,2016-09-23T16:32:12Z,2024-11-09T13:20:09Z,2.17
2023-08-14,ECU,PIERINA,2023-01-04T21:00:00Z,2023-12-23T16:00:00Z,FISHING,FISHING,735059481,,HC5931,2016-09-23T16:32:12Z,2024-11-09T13:20:09Z,12.00
2023-11-27,ECU,PIERINA,2023-01-04T21:00:00Z,2023-12-23T16:00:00Z,FISHING,FISHING,735059481,,HC5931,2016-09-23T16:32:12Z,2024-11-09T13:20:09Z,7.08
2023-02-15,ECU,PIERINA,2023-01-04T21:00:00Z,2023-12-23T16:00:00Z,FISHING,FISHING,735059481,,HC5931,2016-09-23T16:32:12Z,2024-11-09T13:20:09Z,1.25
2023-01-07,ECU,PIERINA,2023-01-04T21:00:00Z,2023-12-23T16:00:00Z,FISHING,FISHING,735059481,,HC5931,2016-09-23T16:32:12Z,2024-11-09T13:20:09Z,2.67
2023-07-21,ECU,PIERINA,2023-01-04T21:00:00Z,2023-12-23T16:00:00Z,FISHING,FISHING,735059481,,HC5931,2016-09-23T16:32:12Z,2024-11-09T13:20:09Z,10.34
2023-11-09,ECU,PIERINA,2023-01-04T21:00:00Z,2023-12-23T16:00:00Z,FISHING,FISHING,735059481,,HC5931,2016-09-23T16:32:12Z,2024-11-09T13:20:09Z,0.25
2023-12-19,ECU,PIERINA,2023-01-04T21:00:00Z,2023-12-23T16:00:00Z,FISHING,FISHING,735059481,,HC5931,2016-09-23T16:32:12Z,2024-11-09T13:20:09Z,1.17
2023-02-18,ECU,PIERINA,2023-01-04T21:00:00Z,2023-12-23T16:00:00Z,FISHING,FISHING,735059481,,HC5931,2016-09-23T16:32:12Z,2024-11-09T13:20:09Z,3.92
2023-01-05,ECU,PIERINA,2023-01-04T21:00:00Z,2023-12-23T16:00:00Z,FISHING,FISHING,735059481,,HC5931,2016-09-23T16:32:12Z,2024-11-09T13:20:09Z,9.50
2023-06-20,ECU,PIERINA,2023-01-04T21:00:00Z,2023-12-23T16:00:00Z,FISHING,FISHING,735059481,,HC5931,2016-09-23T16:32:12Z,2024-11-09T13:20:09Z,6.09
2023-06-10,ECU,PIERINA,2023-01-04T21:00:00Z,2023-12-23T16:00:00Z,FISHING,FISHING,735059481,,HC5931,2016-09-23T16:32:12Z,2024-11-09T13:20:09Z,6.83
2023-12-13,ECU,PIERINA,2023-01-04T21:00:00Z,2023-12-23T16:00:00Z,FISHING,FISHING,735059481,,HC5931,2016-09-23T16:32:12Z,2024-11-09T13:20:09Z,8.25
2023-01-14,ECU,PIERINA,2023-01-04T21:00:00Z,2023-12-23T16:00:00Z,FISHING,FISHING,735059481,,HC5931,2016-09-23T16:32:12Z,2024-11-09T13:20:09Z,18.08
2023-04-27,ECU,PIERINA,2023-01-04T21:00:00Z,2023-12-23T16:00:00Z,FISHING,FISHING,735059481,,HC5931,2016-09-23T16:32:12Z,2024-11-09T13:20:09Z,12.99
2023-04-28,ECU,PIERINA,2023-01-04T21:00:00Z,2023-12-23T16:00:00Z,FISHING,FISHING,735059481,,HC5931,2016-09-23T16:32:12Z,2024-11-09T13:20:09Z,1.89
2023-07-30,ECU,PIERINA,2023-01-04T21:00:00Z,2023-12-23T16:00:00Z,FISHING,FISHING,735059481,,HC5931,2016-09-23T16:32:12Z,2024-11-09T13:20:09Z,26.84
2023-12-23,ECU,PIERINA,2023-01-04T21:00:00Z,2023-12-23T16:00:00Z,FISHING,FISHING,735059481,,HC5931,2016-09-23T16:32:12Z,2024-11-09T13:20:09Z,2.33
2023-02-26,ECU,PIERINA,2023-01-04T21:00:00Z,2023-12-23T16:00:00Z,FISHING,FISHING,735059481,,HC5931,2016-09-23T16:32:12Z,2024-11-09T13:20:09Z,0.58
2023-01-08,ECU,PIERINA,2023-01-04T21:00:00Z,2023-12-23T16:00:00Z,FISHING,FISHING,735059481,,HC5931,2016-09-23T16:32:12Z,2024-11-09T13:20:09Z,0.76
2023-04-10,ECU,PIERINA,2023-01-04T21:00:00Z,2023-12-23T16:00:00Z,FISHING,FISHING,735059481,,HC5931,2016-09-23T16:32:12Z,2024-11-09T13:20:09Z,14.98
2023-11-15,ECU,PIERINA,2023-01-04T21:00:00Z,2023-12-23T16:00:00Z,FISHING,FISHING,735059481,,HC5931,2016-09-23T16:32:12Z,2024-11-09T13:20:09Z,2.84
2023-03-14,ECU,PIERINA,2023-01-04T21:00:00Z,2023-12-23T16:00:00Z,FISHING,FISHING,735059481,,HC5931,2016-09-23T16:32:12Z,2024-11-09T13:20:09Z,3.83
2023-04-25,ECU,PIERINA,2023-01-04T21:00:00Z,2023-12-23T16:00:00Z,FISHING,FISHING,735059481,,HC5931,2016-09-23T16:32:12Z,2024-11-09T13:20:09Z,6.25
2023-01-12,ECU,PIERINA,2023-01-04T21:00:00Z,2023-12-23T16:00:00Z,FISHING,FISHING,735059481,,HC5931,2016-09-23T16:32:12Z,2024-11-09T13:20:09Z,24.67
2023-02-27,ECU,PIERINA,2023-01-04T21:00:00Z,2023-12-23T16:00:00Z,FISHING,FISHING,735059481,,HC5931,2016-09-23T16:32:12Z,2024-11-09T13:20:09Z,4.92
2023-06-09,ECU,PIERINA,2023-01-04T21:00:00Z,2023-12-23T16:00:00Z,FISHING,FISHING,735059481,,HC5931,2016-09-23T16:32:12Z,2024-11-09T13:20:09Z,8.58
2023-08-24,ECU,PIERINA,2023-01-04T21:00:00Z,2023-12-23T16:00:00Z,FISHING,FISHING,735059481,,HC5931,2016-09-23T16:32:12Z,2024-11-09T13:20:09Z,0.50
2023-10-19,ECU,PIERINA,2023-01-04T21:00:00Z,2023-12-23T16:00:00Z,FISHING,FISHING,735059481,,HC5931,2016-09-23T16:32:12Z,2024-11-09T13:20:09Z,0.66
2023-12-14,ECU,PIERINA,2023-01-04T21:00:00Z,2023-12-23T16:00:00Z,FISHING,FISHING,735059481,,HC5931,2016-09-23T16:32:12Z,2024-11-09T13:20:09Z,4.17
2023-05-18,ECU,PIERINA,2023-01-04T21:00:00Z,2023-12-23T16:00:00Z,FISHING,FISHING,735059481,,HC5931,2016-09-23T16:32:12Z,2024-11-09T13:20:09Z,3.06
2023-03-05,ECU,PIERINA,2023-01-04T21:00:00Z,2023-12-23T16:00:00Z,FISHING,FISHING,735059481,,HC5931,2016-09-23T16:32:12Z,2024-11-09T13:20:09Z,2.08
2023-12-18,ECU,PIERINA,2023-01-04T21:00:00Z,2023-12-23T16:00:00Z,FISHING,FISHING,735059481,,HC5931,2016-09-23T16:32:12Z,2024-11-09T13:20:09Z,17.33
2023-07-12,ECU,PIERINA,2023-01-04T21:00:00Z,2023-12-23T16:00:00Z,FISHING,FISHING,735059481,,HC5931,2016-09-23T16:32:12Z,2024-11-09T13:20:09Z,12.17
2023-06-08,ECU,PIERINA,2023-01-04T21:00:00Z,2023-12-23T16:00:00Z,FISHING,FISHING,735059481,,HC5931,2016-09-23T16:32:12Z,2024-11-09T13:20:09Z,10.33
2023-02-09,ECU,PIERINA,2023-01-04T21:00:00Z,2023-12-23T16:00:00Z,FISHING,FISHING,735059481,,HC5931,2016-09-23T16:32:12Z,2024-11-09T13:20:09Z,4.92
2023-04-19,ECU,PIERINA,2023-01-04T21:00:00Z,2023-12-23T16:00:00Z,FISHING,FISHING,735059481,,HC5931,2016-09-23T16:32:12Z,2024-11-09T13:20:09Z,10.49
2023-08-05,ECU,PIERINA,2023-01-04T21:00:00Z,2023-12-23T16:00:00Z,FISHING,FISHING,735059481,,HC5931,2016-09-23T16:32:12Z,2024-11-09T13:20:09Z,5.58
2023-11-10,ECU,PIERINA,2023-01-04T21:00:00Z,2023-12-23T16:00:00Z,FISHING,FISHING,735059481,,HC5931,2016-09-23T16:32:12Z,2024-11-09T13:20:09Z,5.09
2023-11-16,ECU,PIERINA,2023-01-04T21:00:00Z,2023-12-23T16:00:00Z,FISHING,FISHING,735059481,,HC5931,2016-09-23T16:32:12Z,2024-11-09T13:20:09Z,7.08
2023-06-21,ECU,PIERINA,2023-01-04T21:00:00Z,2023-12-23T16:00:00Z,FISHING,FISHING,735059481,,HC5931,2016-09-23T16:32:12Z,2024-11-09T13:20:09Z,5.75
2023-06-22,ECU,PIERINA,2023-01-04T21:00:00Z,2023-12-23T16:00:00Z,FISHING,FISHING,735059481,,HC5931,2016-09-23T16:32:12Z,2024-11-09T13:20:09Z,2.92
2023-08-15,ECU,PIERINA,2023-01-04T21:00:00Z,2023-12-23T16:00:00Z,FISHING,FISHING,735059481,,HC5931,2016-09-23T16:32:12Z,2024-11-09T13:20:09Z,23.92
2023-11-26,ECU,PIERINA,2023-01-04T21:00:00Z,2023-12-23T16:00:00Z,FISHING,FISHING,735059481,,HC5931,2016-09-23T16:32:12Z,2024-11-09T13:20:09Z,5.50
2023-10-26,ECU,PIERINA,2023-01-04T21:00:00Z,2023-12-23T16:00:00Z,FISHING,FISHING,735059481,,HC5931,2016-09-23T16:32:12Z,2024-11-09T13:20:09Z,0.17
2023-04-02,ECU,PIERINA,2023-01-04T21:00:00Z,2023-12-23T16:00:00Z,FISHING,FISHING,735059481,,HC5931,2016-09-23T16:32:12Z,2024-11-09T13:20:09Z,6.00
2023-03-21,ECU,PIERINA,2023-01-04T21:00:00Z,2023-12-23T16:00:00Z,FISHING,FISHING,735059481,,HC5931,2016-09-23T16:32:12Z,2024-11-09T13:20:09Z,3.92
2023-04-11,ECU,PIERINA,2023-01-04T21:00:00Z,2023-12-23T16:00:00Z,FISHING,FISHING,735059481,,HC5931,2016-09-23T16:32:12Z,2024-11-09T13:20:09Z,8.42
2023-05-11,ECU,PIERINA,2023-01-04T21:00:00Z,2023-12-23T16:00:00Z,FISHING,FISHING,735059481,,HC5931,2016-09-23T16:32:12Z,2024-11-09T13:20:09Z,18.07
2023-01-04,ECU,PIERINA,2023-01-04T21:00:00Z,2023-12-23T16:00:00Z,FISHING,FISHING,735059481,,HC5931,2016-09-23T16:32:12Z,2024-11-09T13:20:09Z,1.42
2023-04-18,ECU,PIERINA,2023-01-04T21:00:00Z,2023-12-23T16:00:00Z,FISHING,FISHING,735059481,,HC5931,2016-09-23T16:32:12Z,2024-11-09T13:20:09Z,12.83
2023-04-09,ECU,PIERINA,2023-01-04T21:00:00Z,2023-12-23T16:00:00Z,FISHING,FISHING,735059481,,HC5931,2016-09-23T16:32:12Z,2024-11-09T13:20:09Z,3.42
2023-07-22,ECU,PIERINA,2023-01-04T21:00:00Z,2023-12-23T16:00:00Z,FISHING,FISHING,735059481,,HC5931,2016-09-23T16:32:12Z,2024-11-09T13:20:09Z,24.49
2023-07-28,ECU,PIERINA,2023-01-04T21:00:00Z,2023-12-23T16:00:00Z,FISHING,FISHING,735059481,,HC5931,2016-09-23T16:32:12Z,2024-11-09T13:20:09Z,3.50
2023-02-10,ECU,PIERINA,2023-01-04T21:00:00Z,2023-12-23T16:00:00Z,FISHING,FISHING,735059481,,HC5931,2016-09-23T16:32:12Z,2024-11-09T13:20:09Z,8.83
2023-03-18,ECU,PIERINA,2023-01-04T21:00:00Z,2023-12-23T16:00:00Z,FISHING,FISHING,735059481,,HC5931,2016-09-23T16:32:12Z,2024-11-09T13:20:09Z,1.25
2023-06-30,ECU,PIERINA,2023-01-04T21:00:00Z,2023-12-23T16:00:00Z,FISHING,FISHING,735059481,,HC5931,2016-09-23T16:32:12Z,2024-11-09T13:20:09Z,2.33
2023-12-17,ECU,PIERINA,2023-01-04T21:00:00Z,2023-12-23T16:00:00Z,FISHING,FISHING,735059481,,HC5931,2016-09-23T16:32:12Z,2024-11-09T13:20:09Z,1.08
2023-02-17,ECU,PIERINA,2023-01-04T21:00:00Z,2023-12-23T16:00:00Z,FISHING,FISHING,735059481,,HC5931,2016-09-23T16:32:12Z,2024-11-09T13:20:09Z,7.92
2023-02-28,ECU,PIERINA,2023-01-04T21:00:00Z,2023-12-23T16:00:00Z,FISHING,FISHING,735059481,,HC5931,2016-09-23T16:32:12Z,2024-11-09T13:20:09Z,3.25
2023-02-03,ECU,PIERINA,2023-01-04T21:00:00Z,2023-12-23T16:00:00Z,FISHING,FISHING,735059481,,HC5931,2016-09-23T16:32:12Z,2024-11-09T13:20:09Z,8.17
2023-02-11,ECU,PIERINA,2023-01-04T21:00:00Z,2023-12-23T16:00:00Z,FISHING,FISHING,735059481,,HC5931,2016-09-23T16:32:12Z,2024-11-09T13:20:09Z,6.59
2023-07-29,ECU,PIERINA,2023-01-04T21:00:00Z,2023-12-23T16:00:00Z,FISHING,FISHING,735059481,,HC5931,2016-09-23T16:32:12Z,2024-11-09T13:20:09Z,18.97
2023-08-21,ECU,PIERINA,2023-01-04T21:00:00Z,2023-12-23T16:00:00Z,FISHING,FISHING,735059481,,HC5931,2016-09-23T16:32:12Z,2024-11-09T13:20:09Z,12.25
2023-10-10,ECU,PIERINA,2023-01-04T21:00:00Z,2023-12-23T16:00:00Z,FISHING,FISHING,735059481,,HC5931,2016-09-23T16:32:12Z,2024-11-09T13:20:09Z,0.25
2023-01-11,ECU,PIERINA,2023-01-04T21:00:00Z,2023-12-23T16:00:00Z,FISHING,FISHING,735059481,,HC5931,2016-09-23T16:32:12Z,2024-11-09T13:20:09Z,1.08
2023-05-10,ECU,PIERINA,2023-01-04T21:00:00Z,2023-12-23T16:00:00Z,FISHING,FISHING,735059481,,HC5931,2016-09-23T16:32:12Z,2024-11-09T13:20:09Z,0.92
2023-05-12,ECU,PIERINA,2023-01-04T21:00:00Z,2023-12-23T16:00:00Z,FISHING,FISHING,735059481,,HC5931,2016-09-23T16:32:12Z,2024-11-09T13:20:09Z,2.58
2023-08-22,ECU,PIERINA,2023-01-04T21:00:00Z,2023-12-23T16:00:00Z,FISHING,FISHING,735059481,,HC5931,2016-09-23T16:32:12Z,2024-11-09T13:20:09Z,20.09
2023-03-20,ECU,PIERINA,2023-01-04T21:00:00Z,2023-12-23T16:00:00Z,FISHING,FISHING,735059481,,HC5931,2016-09-23T16:32:12Z,2024-11-09T13:20:09Z,8.83
2023-03-27,ECU,PIERINA,2023-01-04T21:00:00Z,2023-12-23T16:00:00Z,FISHING,FISHING,735059481,,HC5931,2016-09-23T16:32:12Z,2024-11-09T13:20:09Z,3.83
2023-10-11,ECU,PIERINA,2023-01-04T21:00:00Z,2023-12-23T16:00:00Z,FISHING,FISHING,735059481,,HC5931,2016-09-23T16:32:12Z,2024-11-09T13:20:09Z,0.82
2023-11-11,ECU,PIERINA,2023-01-04T21:00:00Z,2023-12-23T16:00:00Z,FISHING,FISHING,735059481,,HC5931,2016-09-23T16:32:12Z,2024-11-09T13:20:09Z,1.49
2023-01-25,ECU,LA CANGREJA,2023-01-03T13:00:00Z,2023-12-27T19:00:00Z,SET_LONGLINES,FISHING,735059418,,HC5870,2016-11-21T12:18:00Z,2024-11-12T23:54:59Z,13.92
2023-01-07,ECU,LA CANGREJA,2023-01-03T13:00:00Z,2023-12-27T19:00:00Z,SET_LONGLINES,FISHING,735059418,,HC5870,2016-11-21T12:18:00Z,2024-11-12T23:54:59Z,1.42
2023-04-06,ECU,LA CANGREJA,2023-01-03T13:00:00Z,2023-12-27T19:00:00Z,SET_LONGLINES,FISHING,735059418,,HC5870,2016-11-21T12:18:00Z,2024-11-12T23:54:59Z,0.75
2023-09-01,ECU,LA CANGREJA,2023-01-03T13:00:00Z,2023-12-27T19:00:00Z,SET_LONGLINES,FISHING,735059418,,HC5870,2016-11-21T12:18:00Z,2024-11-12T23:54:59Z,3.21
2023-09-07,ECU,LA CANGREJA,2023-01-03T13:00:00Z,2023-12-27T19:00:00Z,SET_LONGLINES,FISHING,735059418,,HC5870,2016-11-21T12:18:00Z,2024-11-12T23:54:59Z,7.25
2023-07-11,ECU,LA CANGREJA,2023-01-03T13:00:00Z,2023-12-27T19:00:00Z,SET_LONGLINES,FISHING,735059418,,HC5870,2016-11-21T12:18:00Z,2024-11-12T23:54:59Z,3.75
2023-12-13,ECU,LA CANGREJA,2023-01-03T13:00:00Z,2023-12-27T19:00:00Z,SET_LONGLINES,FISHING,735059418,,HC5870,2016-11-21T12:18:00Z,2024-11-12T23:54:59Z,2.08
2023-04-27,ECU,LA CANGREJA,2023-01-03T13:00:00Z,2023-12-27T19:00:00Z,SET_LONGLINES,FISHING,735059418,,HC5870,2016-11-21T12:18:00Z,2024-11-12T23:54:59Z,7.17
2023-12-04,ECU,LA CANGREJA,2023-01-03T13:00:00Z,2023-12-27T19:00:00Z,SET_LONGLINES,FISHING,735059418,,HC5870,2016-11-21T12:18:00Z,2024-11-12T23:54:59Z,3.00
2023-07-12,ECU,LA CANGREJA,2023-01-03T13:00:00Z,2023-12-27T19:00:00Z,SET_LONGLINES,FISHING,735059418,,HC5870,2016-11-21T12:18:00Z,2024-11-12T23:54:59Z,19.68
2023-07-03,ECU,LA CANGREJA,2023-01-03T13:00:00Z,2023-12-27T19:00:00Z,SET_LONGLINES,FISHING,735059418,,HC5870,2016-11-21T12:18:00Z,2024-11-12T23:54:59Z,1.75
2023-07-21,ECU,LA CANGREJA,2023-01-03T13:00:00Z,2023-12-27T19:00:00Z,SET_LONGLINES,FISHING,735059418,,HC5870,2016-11-21T12:18:00Z,2024-11-12T23:54:59Z,3.90
2023-10-26,ECU,LA CANGREJA,2023-01-03T13:00:00Z,2023-12-27T19:00:00Z,SET_LONGLINES,FISHING,735059418,,HC5870,2016-11-21T12:18:00Z,2024-11-12T23:54:59Z,0.42
2023-11-09,ECU,LA CANGREJA,2023-01-03T13:00:00Z,2023-12-27T19:00:00Z,SET_LONGLINES,FISHING,735059418,,HC5870,2016-11-21T12:18:00Z,2024-11-12T23:54:59Z,3.10
2023-01-13,ECU,LA CANGREJA,2023-01-03T13:00:00Z,2023-12-27T19:00:00Z,SET_LONGLINES,FISHING,735059418,,HC5870,2016-11-21T12:18:00Z,2024-11-12T23:54:59Z,7.83
2023-01-03,ECU,LA CANGREJA,2023-01-03T13:00:00Z,2023-12-27T19:00:00Z,SET_LONGLINES,FISHING,735059418,,HC5870,2016-11-21T12:18:00Z,2024-11-12T23:54:59Z,4.25
2023-06-21,ECU,LA CANGREJA,2023-01-03T13:00:00Z,2023-12-27T19:00:00Z,SET_LONGLINES,FISHING,735059418,,HC5870,2016-11-21T12:18:00Z,2024-11-12T23:54:59Z,4.33
2023-08-15,ECU,LA CANGREJA,2023-01-03T13:00:00Z,2023-12-27T19:00:00Z,SET_LONGLINES,FISHING,735059418,,HC5870,2016-11-21T12:18:00Z,2024-11-12T23:54:59Z,8.67
2023-04-11,ECU,LA CANGREJA,2023-01-03T13:00:00Z,2023-12-27T19:00:00Z,SET_LONGLINES,FISHING,735059418,,HC5870,2016-11-21T12:18:00Z,2024-11-12T23:54:59Z,5.93
2023-05-22,ECU,LA CANGREJA,2023-01-03T13:00:00Z,2023-12-27T19:00:00Z,SET_LONGLINES,FISHING,735059418,,HC5870,2016-11-21T12:18:00Z,2024-11-12T23:54:59Z,6.84
2023-05-12,ECU,LA CANGREJA,2023-01-03T13:00:00Z,2023-12-27T19:00:00Z,SET_LONGLINES,FISHING,735059418,,HC5870,2016-11-21T12:18:00Z,2024-11-12T23:54:59Z,6.92
2023-05-05,ECU,LA CANGREJA,2023-01-03T13:00:00Z,2023-12-27T19:00:00Z,SET_LONGLINES,FISHING,735059418,,HC5870,2016-11-21T12:18:00Z,2024-11-12T23:54:59Z,4.83
2023-07-26,ECU,LA CANGREJA,2023-01-03T13:00:00Z,2023-12-27T19:00:00Z,SET_LONGLINES,FISHING,735059418,,HC5870,2016-11-21T12:18:00Z,2024-11-12T23:54:59Z,2.00
2023-12-27,ECU,LA CANGREJA,2023-01-03T13:00:00Z,2023-12-27T19:00:00Z,SET_LONGLINES,FISHING,735059418,,HC5870,2016-11-21T12:18:00Z,2024-11-12T23:54:59Z,1.80
2023-01-04,ECU,LA CANGREJA,2023-01-03T13:00:00Z,2023-12-27T19:00:00Z,SET_LONGLINES,FISHING,735059418,,HC5870,2016-11-21T12:18:00Z,2024-11-12T23:54:59Z,3.00
2023-02-03,ECU,LA CANGREJA,2023-01-03T13:00:00Z,2023-12-27T19:00:00Z,SET_LONGLINES,FISHING,735059418,,HC5870,2016-11-21T12:18:00Z,2024-11-12T23:54:59Z,16.58
2023-03-28,ECU,LA CANGREJA,2023-01-03T13:00:00Z,2023-12-27T19:00:00Z,SET_LONGLINES,FISHING,735059418,,HC5870,2016-11-21T12:18:00Z,2024-11-12T23:54:59Z,7.23
2023-12-07,ECU,LA CANGREJA,2023-01-03T13:00:00Z,2023-12-27T19:00:00Z,SET_LONGLINES,FISHING,735059418,,HC5870,2016-11-21T12:18:00Z,2024-11-12T23:54:59Z,2.83
2023-01-10,ECU,LA CANGREJA,2023-01-03T13:00:00Z,2023-12-27T19:00:00Z,SET_LONGLINES,FISHING,735059418,,HC5870,2016-11-21T12:18:00Z,2024-11-12T23:54:59Z,3.33
2023-02-12,ECU,LA CANGREJA,2023-01-03T13:00:00Z,2023-12-27T19:00:00Z,SET_LONGLINES,FISHING,735059418,,HC5870,2016-11-21T12:18:00Z,2024-11-12T23:54:59Z,4.25
2023-05-04,ECU,LA CANGREJA,2023-01-03T13:00:00Z,2023-12-27T19:00:00Z,SET_LONGLINES,FISHING,735059418,,HC5870,2016-11-21T12:18:00Z,2024-11-12T23:54:59Z,3.83
2023-02-28,ECU,LA CANGREJA,2023-01-03T13:00:00Z,2023-12-27T19:00:00Z,SET_LONGLINES,FISHING,735059418,,HC5870,2016-11-21T12:18:00Z,2024-11-12T23:54:59Z,17.75
2023-05-18,ECU,LA CANGREJA,2023-01-03T13:00:00Z,2023-12-27T19:00:00Z,SET_LONGLINES,FISHING,735059418,,HC5870,2016-11-21T12:18:00Z,2024-11-12T23:54:59Z,7.92
2023-06-12,ECU,LA CANGREJA,2023-01-03T13:00:00Z,2023-12-27T19:00:00Z,SET_LONGLINES,FISHING,735059418,,HC5870,2016-11-21T12:18:00Z,2024-11-12T23:54:59Z,3.36
