Time Range,Flag,Vessel Name,Entry Timestamp,Exit Timestamp,Gear Type,Vessel Type,MMSI,IMO,CallSign,First Transmission Date,Last Transmission Date,Apparent Fishing Hours
2023-03-25,ECU,B/P IKER,2023-03-23T08:00:00Z,2023-12-14T23:00:00Z,DRIFTING_LONGLINES,FISHING,735059835,,HC6271,2023-03-17T14:32:03Z,2024-09-02T01:50:29Z,11.30
2023-11-13,ECU,B/P IKER,2023-03-23T08:00:00Z,2023-12-14T23:00:00Z,DRIFTING_LONGLINES,FISHING,735059835,,HC6271,2023-03-17T14:32:03Z,2024-09-02T01:50:29Z,17.79
2023-12-12,ECU,B/P IKER,2023-03-23T08:00:00Z,2023-12-14T23:00:00Z,DRIFTING_LONGLINES,FISHING,735059835,,HC6271,2023-03-17T14:32:03Z,2024-09-02T01:50:29Z,0.89
2023-08-07,ECU,B/P IKER,2023-03-23T08:00:00Z,2023-12-14T23:00:00Z,DRIFTING_LONGLINES,FISHING,735059835,,HC6271,2023-03-17T14:32:03Z,2024-09-02T01:50:29Z,20.89
2023-04-03,ECU,B/P IKER,2023-03-23T08:00:00Z,2023-12-14T23:00:00Z,DRIFTING_LONGLINES,FISHING,735059835,,HC6271,2023-03-17T14:32:03Z,2024-09-02T01:50:29Z,17.30
2023-04-05,ECU,B/P IKER,2023-03-23T08:00:00Z,2023-12-14T23:00:00Z,DRIFTING_LONGLINES,FISHING,735059835,,HC6271,2023-03-17T14:32:03Z,2024-09-02T01:50:29Z,14.44
2023-06-09,ECU,B/P IKER,2023-03-23T08:00:00Z,2023-12-14T23:00:00Z,DRIFTING_LONGLINES,FISHING,735059835,,HC6271,2023-03-17T14:32:03Z,2024-09-02T01:50:29Z,13.53
2023-07-18,ECU,B/P IKER,2023-03-23T08:00:00Z,2023-12-14T23:00:00Z,DRIFTING_LONGLINES,FISHING,735059835,,HC6271,2023-03-17T14:32:03Z,2024-09-02T01:50:29Z,20.94
2023-05-16,ECU,B/P IKER,2023-03-23T08:00:00Z,2023-12-14T23:00:00Z,DRIFTING_LONGLINES,FISHING,735059835,,HC6271,2023-03-17T14:32:03Z,2024-09-02T01:50:29Z,19.95
2023-09-25,ECU,B/P IKER,2023-03-23T08:00:00Z,2023-12-14T23:00:00Z,DRIFTING_LONGLINES,FISHING,735059835,,HC6271,2023-03-17T14:32:03Z,2024-09-02T01:50:29Z,19.53
2023-11-07,ECU,B/P IKER,2023-03-23T08:00:00Z,2023-12-14T23:00:00Z,DRIFTING_LONGLINES,FISHING,735059835,,HC6271,2023-03-17T14:32:03Z,2024-09-02T01:50:29Z,1.21
2023-04-10,ECU,B/P IKER,2023-03-23T08:00:00Z,2023-12-14T23:00:00Z,DRIFTING_LONGLINES,FISHING,735059835,,HC6271,2023-03-17T14:32:03Z,2024-09-02T01:50:29Z,10.51
2023-08-10,ECU,IRVIN II,2023-08-08T17:00:00Z,2023-12-31T03:00:00Z,SET_LONGLINES,FISHING,735060347,,HC6650,2023-05-02T15:08:57Z,2024-11-09T14:59:59Z,5.50
2023-12-28,ECU,IRVIN II,2023-08-08T17:00:00Z,2023-12-31T03:00:00Z,SET_LONGLINES,FISHING,735060347,,HC6650,2023-05-02T15:08:57Z,2024-11-09T14:59:59Z,3.25
2023-12-15,ECU,IRVIN II,2023-08-08T17:00:00Z,2023-12-31T03:00:00Z,SET_LONGLINES,FISHING,735060347,,HC6650,2023-05-02T15:08:57Z,2024-11-09T14:59:59Z,4.00
2023-10-15,ECU,IRVIN II,2023-08-08T17:00:00Z,2023-12-31T03:00:00Z,SET_LONGLINES,FISHING,735060347,,HC6650,2023-05-02T15:08:57Z,2024-11-09T14:59:59Z,1.00
2023-08-17,ECU,IRVIN II,2023-08-08T17:00:00Z,2023-12-31T03:00:00Z,SET_LONGLINES,FISHING,735060347,,HC6650,2023-05-02T15:08:57Z,2024-11-09T14:59:59Z,5.42
2023-08-25,ECU,IRVIN II,2023-08-08T17:00:00Z,2023-12-31T03:00:00Z,SET_LONGLINES,FISHING,735060347,,HC6650,2023-05-02T15:08:57Z,2024-11-09T14:59:59Z,4.75
2023-12-31,ECU,IRVIN II,2023-08-08T17:00:00Z,2023-12-31T03:00:00Z,SET_LONGLINES,FISHING,735060347,,HC6650,2023-05-02T15:08:57Z,2024-11-09T14:59:59Z,0.75
2023-08-08,ECU,IRVIN II,2023-08-08T17:00:00Z,2023-12-31T03:00:00Z,SET_LONGLINES,FISHING,735060347,,HC6650,2023-05-02T15:08:57Z,2024-11-09T14:59:59Z,0.33
2023-08-09,ECU,IRVIN II,2023-08-08T17:00:00Z,2023-12-31T03:00:00Z,SET_LONGLINES,FISHING,735060347,,HC6650,2023-05-02T15:08:57Z,2024-11-09T14:59:59Z,3.42
2023-08-11,ECU,IRVIN II,2023-08-08T17:00:00Z,2023-12-31T03:00:00Z,SET_LONGLINES,FISHING,735060347,,HC6650,2023-05-02T15:08:57Z,2024-11-09T14:59:59Z,2.43
2023-12-08,ECU,IRVIN II,2023-08-08T17:00:00Z,2023-12-31T03:00:00Z,SET_LONGLINES,FISHING,735060347,,HC6650,2023-05-02T15:08:57Z,2024-11-09T14:59:59Z,3.75
2023-12-06,ECU,IRVIN II,2023-08-08T17:00:00Z,2023-12-31T03:00:00Z,SET_LONGLINES,FISHING,735060347,,HC6650,2023-05-02T15:08:57Z,2024-11-09T14:59:59Z,10.67
2023-09-06,ECU,IRVIN II,2023-08-08T17:00:00Z,2023-12-31T03:00:00Z,SET_LONGLINES,FISHING,735060347,,HC6650,2023-05-02T15:08:57Z,2024-11-09T14:59:59Z,7.58
2023-08-16,ECU,IRVIN II,2023-08-08T17:00:00Z,2023-12-31T03:00:00Z,SET_LONGLINES,FISHING,735060347,,HC6650,2023-05-02T15:08:57Z,2024-11-09T14:59:59Z,5.50
2023-08-24,ECU,IRVIN II,2023-08-08T17:00:00Z,2023-12-31T03:00:00Z,SET_LONGLINES,FISHING,735060347,,HC6650,2023-05-02T15:08:57Z,2024-11-09T14:59:59Z,7.67
2023-12-23,ECU,IRVIN II,2023-08-08T17:00:00Z,2023-12-31T03:00:00Z,SET_LONGLINES,FISHING,735060347,,HC6650,2023-05-02T15:08:57Z,2024-11-09T14:59:59Z,2.59
2023-12-29,ECU,IRVIN II,2023-08-08T17:00:00Z,2023-12-31T03:00:00Z,SET_LONGLINES,FISHING,735060347,,HC6650,2023-05-02T15:08:57Z,2024-11-09T14:59:59Z,1.75
2023-12-07,ECU,IRVIN II,2023-08-08T17:00:00Z,2023-12-31T03:00:00Z,SET_LONGLINES,FISHING,735060347,,HC6650,2023-05-02T15:08:57Z,2024-11-09T14:59:59Z,23.83
2023-08-18,ECU,IRVIN II,2023-08-08T17:00:00Z,2023-12-31T03:00:00Z,SET_LONGLINES,FISHING,735060347,,HC6650,2023-05-02T15:08:57Z,2024-11-09T14:59:59Z,4.00
2023-12-24,ECU,IRVIN II,2023-08-08T17:00:00Z,2023-12-31T03:00:00Z,SET_LONGLINES,FISHING,735060347,,HC6650,2023-05-02T15:08:57Z,2024-11-09T14:59:59Z,0.08
2023-05-23,ECU,MARIA DE GRACIA,2023-05-21T03:00:00Z,2023-07-25T21:00:00Z,FISHING,FISHING,735057663,,HC 2489,2023-05-02T17:29:53Z,2024-11-07T01:45:29Z,14.13
2023-07-10,ECU,MARIA DE GRACIA,2023-05-21T03:00:00Z,2023-07-25T21:00:00Z,FISHING,FISHING,735057663,,HC 2489,2023-05-02T17:29:53Z,2024-11-07T01:45:29Z,26.52
2023-07-14,ECU,MARIA DE GRACIA,2023-05-21T03:00:00Z,2023-07-25T21:00:00Z,FISHING,FISHING,735057663,,HC 2489,2023-05-02T17:29:53Z,2024-11-07T01:45:29Z,0.64
2023-07-22,ECU,MARIA DE GRACIA,2023-05-21T03:00:00Z,2023-07-25T21:00:00Z,FISHING,FISHING,735057663,,HC 2489,2023-05-02T17:29:53Z,2024-11-07T01:45:29Z,17.71
2023-07-11,ECU,MARIA DE GRACIA,2023-05-21T03:00:00Z,2023-07-25T21:00:00Z,FISHING,FISHING,735057663,,HC 2489,2023-05-02T17:29:53Z,2024-11-07T01:45:29Z,22.29
2023-05-22,ECU,MARIA DE GRACIA,2023-05-21T03:00:00Z,2023-07-25T21:00:00Z,FISHING,FISHING,735057663,,HC 2489,2023-05-02T17:29:53Z,2024-11-07T01:45:29Z,24.27
2023-07-09,ECU,MARIA DE GRACIA,2023-05-21T03:00:00Z,2023-07-25T21:00:00Z,FISHING,FISHING,735057663,,HC 2489,2023-05-02T17:29:53Z,2024-11-07T01:45:29Z,22.94
2023-05-21,ECU,MARIA DE GRACIA,2023-05-21T03:00:00Z,2023-07-25T21:00:00Z,FISHING,FISHING,735057663,,HC 2489,2023-05-02T17:29:53Z,2024-11-07T01:45:29Z,20.12
2023-07-21,ECU,MARIA DE GRACIA,2023-05-21T03:00:00Z,2023-07-25T21:00:00Z,FISHING,FISHING,735057663,,HC 2489,2023-05-02T17:29:53Z,2024-11-07T01:45:29Z,21.97
2023-07-18,ECU,MARIA DE GRACIA,2023-05-21T03:00:00Z,2023-07-25T21:00:00Z,FISHING,FISHING,735057663,,HC 2489,2023-05-02T17:29:53Z,2024-11-07T01:45:29Z,12.71
2023-07-25,ECU,MARIA DE GRACIA,2023-05-21T03:00:00Z,2023-07-25T21:00:00Z,FISHING,FISHING,735057663,,HC 2489,2023-05-02T17:29:53Z,2024-11-07T01:45:29Z,27.94
2023-07-20,ECU,MARIA DE GRACIA,2023-05-21T03:00:00Z,2023-07-25T21:00:00Z,FISHING,FISHING,735057663,,HC 2489,2023-05-02T17:29:53Z,2024-11-07T01:45:29Z,26.89
2023-07-23,ECU,MARIA DE GRACIA,2023-05-21T03:00:00Z,2023-07-25T21:00:00Z,FISHING,FISHING,735057663,,HC 2489,2023-05-02T17:29:53Z,2024-11-07T01:45:29Z,17.67
2023-07-12,ECU,MARIA DE GRACIA,2023-05-21T03:00:00Z,2023-07-25T21:00:00Z,FISHING,FISHING,735057663,,HC 2489,2023-05-02T17:29:53Z,2024-11-07T01:45:29Z,24.49
2023-07-24,ECU,MARIA DE GRACIA,2023-05-21T03:00:00Z,2023-07-25T21:00:00Z,FISHING,FISHING,735057663,,HC 2489,2023-05-02T17:29:53Z,2024-11-07T01:45:29Z,20.01
2023-07-07,ECU,MARIA DE GRACIA,2023-05-21T03:00:00Z,2023-07-25T21:00:00Z,FISHING,FISHING,735057663,,HC 2489,2023-05-02T17:29:53Z,2024-11-07T01:45:29Z,4.44
2023-07-08,ECU,MARIA DE GRACIA,2023-05-21T03:00:00Z,2023-07-25T21:00:00Z,FISHING,FISHING,735057663,,HC 2489,2023-05-02T17:29:53Z,2024-11-07T01:45:29Z,24.41
2023-07-13,ECU,MARIA DE GRACIA,2023-05-21T03:00:00Z,2023-07-25T21:00:00Z,FISHING,FISHING,735057663,,HC 2489,2023-05-02T17:29:53Z,2024-11-07T01:45:29Z,7.36
2023-11-09,ECU,KASTDALEN,2023-06-03T16:00:00Z,2023-12-30T23:00:00Z,FISHING,FISHING,735059442,,HC5894,2023-05-30T03:29:52Z,2024-11-11T18:41:05Z,2.45
2023-06-14,ECU,KASTDALEN,2023-06-03T16:00:00Z,2023-12-30T23:00:00Z,FISHING,FISHING,735059442,,HC5894,2023-05-30T03:29:52Z,2024-11-11T18:41:05Z,6.78
2023-06-23,ECU,KASTDALEN,2023-06-03T16:00:00Z,2023-12-30T23:00:00Z,FISHING,FISHING,735059442,,HC5894,2023-05-30T03:29:52Z,2024-11-11T18:41:05Z,2.87
2023-06-15,ECU,KASTDALEN,2023-06-03T16:00:00Z,2023-12-30T23:00:00Z,FISHING,FISHING,735059442,,HC5894,2023-05-30T03:29:52Z,2024-11-11T18:41:05Z,7.60
2023-09-16,ECU,KASTDALEN,2023-06-03T16:00:00Z,2023-12-30T23:00:00Z,FISHING,FISHING,735059442,,HC5894,2023-05-30T03:29:52Z,2024-11-11T18:41:05Z,2.81
2023-06-16,ECU,KASTDALEN,2023-06-03T16:00:00Z,2023-12-30T23:00:00Z,FISHING,FISHING,735059442,,HC5894,2023-05-30T03:29:52Z,2024-11-11T18:41:05Z,5.81
2023-12-20,ECU,KASTDALEN,2023-06-03T16:00:00Z,2023-12-30T23:00:00Z,FISHING,FISHING,735059442,,HC5894,2023-05-30T03:29:52Z,2024-11-11T18:41:05Z,0.68
2023-06-24,ECU,KASTDALEN,2023-06-03T16:00:00Z,2023-12-30T23:00:00Z,FISHING,FISHING,735059442,,HC5894,2023-05-30T03:29:52Z,2024-11-11T18:41:05Z,3.38
2023-09-18,ECU,KASTDALEN,2023-06-03T16:00:00Z,2023-12-30T23:00:00Z,FISHING,FISHING,735059442,,HC5894,2023-05-30T03:29:52Z,2024-11-11T18:41:05Z,3.76
2023-09-15,ECU,KASTDALEN,2023-06-03T16:00:00Z,2023-12-30T23:00:00Z,FISHING,FISHING,735059442,,HC5894,2023-05-30T03:29:52Z,2024-11-11T18:41:05Z,1.45
2023-06-30,ECU,KASTDALEN,2023-06-03T16:00:00Z,2023-12-30T23:00:00Z,FISHING,FISHING,735059442,,HC5894,2023-05-30T03:29:52Z,2024-11-11T18:41:05Z,3.12
2023-06-13,ECU,KASTDALEN,2023-06-03T16:00:00Z,2023-12-30T23:00:00Z,FISHING,FISHING,735059442,,HC5894,2023-05-30T03:29:52Z,2024-11-11T18:41:05Z,0.10
2023-08-19,ECU,KASTDALEN,2023-06-03T16:00:00Z,2023-12-30T23:00:00Z,FISHING,FISHING,735059442,,HC5894,2023-05-30T03:29:52Z,2024-11-11T18:41:05Z,1.72
2023-09-09,ECU,KASTDALEN,2023-06-03T16:00:00Z,2023-12-30T23:00:00Z,FISHING,FISHING,735059442,,HC5894,2023-05-30T03:29:52Z,2024-11-11T18:41:05Z,2.72
2023-10-29,ECU,KASTDALEN,2023-06-03T16:00:00Z,2023-12-30T23:00:00Z,FISHING,FISHING,735059442,,HC5894,2023-05-30T03:29:52Z,2024-11-11T18:41:05Z,0.13
2023-12-23,ECU,KASTDALEN,2023-06-03T16:00:00Z,2023-12-30T23:00:00Z,FISHING,FISHING,735059442,,HC5894,2023-05-30T03:29:52Z,2024-11-11T18:41:05Z,3.55
2023-07-31,ECU,KASTDALEN,2023-06-03T16:00:00Z,2023-12-30T23:00:00Z,FISHING,FISHING,735059442,,HC5894,2023-05-30T03:29:52Z,2024-11-11T18:41:05Z,4.50
2023-08-17,ECU,KASTDALEN,2023-06-03T16:00:00Z,2023-12-30T23:00:00Z,FISHING,FISHING,735059442,,HC5894,2023-05-30T03:29:52Z,2024-11-11T18:41:05Z,6.40
2023-09-08,ECU,KASTDALEN,2023-06-03T16:00:00Z,2023-12-30T23:00:00Z,FISHING,FISHING,735059442,,HC5894,2023-05-30T03:29:52Z,2024-11-11T18:41:05Z,0.63
2023-07-07,ECU,KASTDALEN,2023-06-03T16:00:00Z,2023-12-30T23:00:00Z,FISHING,FISHING,735059442,,HC5894,2023-05-30T03:29:52Z,2024-11-11T18:41:05Z,1.05
2023-07-06,ECU,KASTDALEN,2023-06-03T16:00:00Z,2023-12-30T23:00:00Z,FISHING,FISHING,735059442,,HC5894,2023-05-30T03:29:52Z,2024-11-11T18:41:05Z,2.54
2023-08-11,ECU,KASTDALEN,2023-06-03T16:00:00Z,2023-12-30T23:00:00Z,FISHING,FISHING,735059442,,HC5894,2023-05-30T03:29:52Z,2024-11-11T18:41:05Z,2.97
2023-12-15,ECU,KASTDALEN,2023-06-03T16:00:00Z,2023-12-30T23:00:00Z,FISHING,FISHING,735059442,,HC5894,2023-05-30T03:29:52Z,2024-11-11T18:41:05Z,4.16
2023-07-29,ECU,KASTDALEN,2023-06-03T16:00:00Z,2023-12-30T23:00:00Z,FISHING,FISHING,735059442,,HC5894,2023-05-30T03:29:52Z,2024-11-11T18:41:05Z,3.98
2023-06-08,ECU,KASTDALEN,2023-06-03T16:00:00Z,2023-12-30T23:00:00Z,FISHING,FISHING,735059442,,HC5894,2023-05-30T03:29:52Z,2024-11-11T18:41:05Z,4.58
2023-11-01,ECU,KASTDALEN,2023-06-03T16:00:00Z,2023-12-30T23:00:00Z,FISHING,FISHING,735059442,,HC5894,2023-05-30T03:29:52Z,2024-11-11T18:41:05Z,2.43
2023-08-18,ECU,KASTDALEN,2023-06-03T16:00:00Z,2023-12-30T23:00:00Z,FISHING,FISHING,735059442,,HC5894,2023-05-30T03:29:52Z,2024-11-11T18:41:05Z,8.56
2023-07-30,ECU,KASTDALEN,2023-06-03T16:00:00Z,2023-12-30T23:00:00Z,FISHING,FISHING,735059442,,HC5894,2023-05-30T03:29:52Z,2024-11-11T18:41:05Z,5.17
2023-11-21,ECU,KASTDALEN,2023-06-03T16:00:00Z,2023-12-30T23:00:00Z,FISHING,FISHING,735059442,,HC5894,2023-05-30T03:29:52Z,2024-11-11T18:41:05Z,5.20
2023-09-26,ECU,KASTDALEN,2023-06-03T16:00:00Z,2023-12-30T23:00:00Z,FISHING,FISHING,735059442,,HC5894,2023-05-30T03:29:52Z,2024-11-11T18:41:05Z,2.46
2023-11-23,ECU,KASTDALEN,2023-06-03T16:00:00Z,2023-12-30T23:00:00Z,FISHING,FISHING,735059442,,HC5894,2023-05-30T03:29:52Z,2024-11-11T18:41:05Z,2.22
2023-11-12,ECU,KASTDALEN,2023-06-03T16:00:00Z,2023-12-30T23:00:00Z,FISHING,FISHING,735059442,,HC5894,2023-05-30T03:29:52Z,2024-11-11T18:41:05Z,4.84
2023-11-22,ECU,KASTDALEN,2023-06-03T16:00:00Z,2023-12-30T23:00:00Z,FISHING,FISHING,735059442,,HC5894,2023-05-30T03:29:52Z,2024-11-11T18:41:05Z,5.86
2023-11-11,ECU,KASTDALEN,2023-06-03T16:00:00Z,2023-12-30T23:00:00Z,FISHING,FISHING,735059442,,HC5894,2023-05-30T03:29:52Z,2024-11-11T18:41:05Z,4.52
2023-12-30,ECU,KASTDALEN,2023-06-03T16:00:00Z,2023-12-30T23:00:00Z,FISHING,FISHING,735059442,,HC5894,2023-05-30T03:29:52Z,2024-11-11T18:41:05Z,1.79
2023-12-10,ECU,KASTDALEN,2023-06-03T16:00:00Z,2023-12-30T23:00:00Z,FISHING,FISHING,735059442,,HC5894,2023-05-30T03:29:52Z,2024-11-11T18:41:05Z,0.07
2023-06-17,ECU,KASTDALEN,2023-06-03T16:00:00Z,2023-12-30T23:00:00Z,FISHING,FISHING,735059442,,HC5894,2023-05-30T03:29:52Z,2024-11-11T18:41:05Z,1.35
2023-06-09,ECU,KASTDALEN,2023-06-03T16:00:00Z,2023-12-30T23:00:00Z,FISHING,FISHING,735059442,,HC5894,2023-05-30T03:29:52Z,2024-11-11T18:41:05Z,6.06
2023-08-30,ECU,KASTDALEN,2023-06-03T16:00:00Z,2023-12-30T23:00:00Z,FISHING,FISHING,735059442,,HC5894,2023-05-30T03:29:52Z,2024-11-11T18:41:05Z,8.12
2023-08-02,ECU,KASTDALEN,2023-06-03T16:00:00Z,2023-12-30T23:00:00Z,FISHING,FISHING,735059442,,HC5894,2023-05-30T03:29:52Z,2024-11-11T18:41:05Z,5.22
2023-06-07,ECU,KASTDALEN,2023-06-03T16:00:00Z,2023-12-30T23:00:00Z,FISHING,FISHING,735059442,,HC5894,2023-05-30T03:29:52Z,2024-11-11T18:41:05Z,5.67
2023-11-02,ECU,KASTDALEN,2023-06-03T16:00:00Z,2023-12-30T23:00:00Z,FISHING,FISHING,735059442,,HC5894,2023-05-30T03:29:52Z,2024-11-11T18:41:05Z,1.56
2023-12-09,ECU,KASTDALEN,2023-06-03T16:00:00Z,2023-12-30T23:00:00Z,FISHING,FISHING,735059442,,HC5894,2023-05-30T03:29:52Z,2024-11-11T18:41:05Z,6.22
2023-06-25,ECU,KASTDALEN,2023-06-03T16:00:00Z,2023-12-30T23:00:00Z,FISHING,FISHING,735059442,,HC5894,2023-05-30T03:29:52Z,2024-11-11T18:41:05Z,0.28
2023-08-31,ECU,KASTDALEN,2023-06-03T16:00:00Z,2023-12-30T23:00:00Z,FISHING,FISHING,735059442,,HC5894,2023-05-30T03:29:52Z,2024-11-11T18:41:05Z,12.81
2023-08-01,ECU,KASTDALEN,2023-06-03T16:00:00Z,2023-12-30T23:00:00Z,FISHING,FISHING,735059442,,HC5894,2023-05-30T03:29:52Z,2024-11-11T18:41:05Z,4.88
2023-12-22,ECU,KASTDALEN,2023-06-03T16:00:00Z,2023-12-30T23:00:00Z,FISHING,FISHING,735059442,,HC5894,2023-05-30T03:29:52Z,2024-11-11T18:41:05Z,4.82
2023-11-10,ECU,KASTDALEN,2023-06-03T16:00:00Z,2023-12-30T23:00:00Z,FISHING,FISHING,735059442,,HC5894,2023-05-30T03:29:52Z,2024-11-11T18:41:05Z,6.97
2023-06-29,ECU,KASTDALEN,2023-06-03T16:00:00Z,2023-12-30T23:00:00Z,FISHING,FISHING,735059442,,HC5894,2023-05-30T03:29:52Z,2024-11-11T18:41:05Z,2.18
2023-08-12,ECU,KASTDALEN,2023-06-03T16:00:00Z,2023-12-30T23:00:00Z,FISHING,FISHING,735059442,,HC5894,2023-05-30T03:29:52Z,2024-11-11T18:41:05Z,3.29
2023-09-19,ECU,KASTDALEN,2023-06-03T16:00:00Z,2023-12-30T23:00:00Z,FISHING,FISHING,735059442,,HC5894,2023-05-30T03:29:52Z,2024-11-11T18:41:05Z,1.38
2023-09-17,ECU,KASTDALEN,2023-06-03T16:00:00Z,2023-12-30T23:00:00Z,FISHING,FISHING,735059442,,HC5894,2023-05-30T03:29:52Z,2024-11-11T18:41:05Z,3.51
2023-06-10,ECU,KASTDALEN,2023-06-03T16:00:00Z,2023-12-30T23:00:00Z,FISHING,FISHING,735059442,,HC5894,2023-05-30T03:29:52Z,2024-11-11T18:41:05Z,0.67
2023-12-07,ECU,KASTDALEN,2023-06-03T16:00:00Z,2023-12-30T23:00:00Z,FISHING,FISHING,735059442,,HC5894,2023-05-30T03:29:52Z,2024-11-11T18:41:05Z,2.99
2023-12-21,ECU,KASTDALEN,2023-06-03T16:00:00Z,2023-12-30T23:00:00Z,FISHING,FISHING,735059442,,HC5894,2023-05-30T03:29:52Z,2024-11-11T18:41:05Z,0.12
2023-08-09,ECU,KASTDALEN,2023-06-03T16:00:00Z,2023-12-30T23:00:00Z,FISHING,FISHING,735059442,,HC5894,2023-05-30T03:29:52Z,2024-11-11T18:41:05Z,8.32
2023-08-10,ECU,KASTDALEN,2023-06-03T16:00:00Z,2023-12-30T23:00:00Z,FISHING,FISHING,735059442,,HC5894,2023-05-30T03:29:52Z,2024-11-11T18:41:05Z,0.12
2023-12-08,ECU,KASTDALEN,2023-06-03T16:00:00Z,2023-12-30T23:00:00Z,FISHING,FISHING,735059442,,HC5894,2023-05-30T03:29:52Z,2024-11-11T18:41:05Z,3.62
2023-06-03,ECU,KASTDALEN,2023-06-03T16:00:00Z,2023-12-30T23:00:00Z,FISHING,FISHING,735059442,,HC5894,2023-05-30T03:29:52Z,2024-11-11T18:41:05Z,1.91
2023-09-25,ECU,KASTDALEN,2023-06-03T16:00:00Z,2023-12-30T23:00:00Z,FISHING,FISHING,735059442,,HC5894,2023-05-30T03:29:52Z,2024-11-11T18:41:05Z,2.60
2023-11-08,ECU,KASTDALEN,2023-06-03T16:00:00Z,2023-12-30T23:00:00Z,FISHING,FISHING,735059442,,HC5894,2023-05-30T03:29:52Z,2024-11-11T18:41:05Z,2.60
2023-06-25,ECU,MARIA CANDELARIA,2023-06-15T00:00:00Z,2023-07-12T17:00:00Z,FISHING,FISHING,735000000,,,2023-06-10T14:58:01Z,2023-07-15T09:04:56Z,20.35
2023-06-24,ECU,MARIA CANDELARIA,2023-06-15T00:00:00Z,2023-07-12T17:00:00Z,FISHING,FISHING,735000000,,,2023-06-10T14:58:01Z,2023-07-15T09:04:56Z,18.36
2023-06-26,ECU,MARIA CANDELARIA,2023-06-15T00:00:00Z,2023-07-12T17:00:00Z,FISHING,FISHING,735000000,,,2023-06-10T14:58:01Z,2023-07-15T09:04:56Z,22.84
2023-07-11,ECU,MARIA CANDELARIA,2023-06-15T00:00:00Z,2023-07-12T17:00:00Z,FISHING,FISHING,735000000,,,2023-06-10T14:58:01Z,2023-07-15T09:04:56Z,0.45
2023-07-12,ECU,MARIA CANDELARIA,2023-06-15T00:00:00Z,2023-07-12T17:00:00Z,FISHING,FISHING,735000000,,,2023-06-10T14:58:01Z,2023-07-15T09:04:56Z,1.40
2023-07-08,ECU,MARIA CANDELARIA,2023-06-15T00:00:00Z,2023-07-12T17:00:00Z,FISHING,FISHING,735000000,,,2023-06-10T14:58:01Z,2023-07-15T09:04:56Z,17.80
2023-07-09,ECU,MARIA CANDELARIA,2023-06-15T00:00:00Z,2023-07-12T17:00:00Z,FISHING,FISHING,735000000,,,2023-06-10T14:58:01Z,2023-07-15T09:04:56Z,19.55
2023-06-27,ECU,MARIA CANDELARIA,2023-06-15T00:00:00Z,2023-07-12T17:00:00Z,FISHING,FISHING,735000000,,,2023-06-10T14:58:01Z,2023-07-15T09:04:56Z,19.61
2023-06-19,ECU,MARIA CANDELARIA,2023-06-15T00:00:00Z,2023-07-12T17:00:00Z,FISHING,FISHING,735000000,,,2023-06-10T14:58:01Z,2023-07-15T09:04:56Z,23.90
2023-06-20,ECU,MARIA CANDELARIA,2023-06-15T00:00:00Z,2023-07-12T17:00:00Z,FISHING,FISHING,735000000,,,2023-06-10T14:58:01Z,2023-07-15T09:04:56Z,15.50
2023-07-10,ECU,MARIA CANDELARIA,2023-06-15T00:00:00Z,2023-07-12T17:00:00Z,FISHING,FISHING,735000000,,,2023-06-10T14:58:01Z,2023-07-15T09:04:56Z,0.05
2023-06-15,ECU,MARIA CANDELARIA,2023-06-15T00:00:00Z,2023-07-12T17:00:00Z,FISHING,FISHING,735000000,,,2023-06-10T14:58:01Z,2023-07-15T09:04:56Z,2.15
2023-06-17,ECU,MARIA CANDELARIA,2023-06-15T00:00:00Z,2023-07-12T17:00:00Z,FISHING,FISHING,735000000,,,2023-06-10T14:58:01Z,2023-07-15T09:04:56Z,23.96
2023-06-18,ECU,MARIA CANDELARIA,2023-06-15T00:00:00Z,2023-07-12T17:00:00Z,FISHING,FISHING,735000000,,,2023-06-10T14:58:01Z,2023-07-15T09:04:56Z,17.06
2023-06-21,ECU,MARIA CANDELARIA,2023-06-15T00:00:00Z,2023-07-12T17:00:00Z,FISHING,FISHING,735000000,,,2023-06-10T14:58:01Z,2023-07-15T09:04:56Z,23.16
2023-07-07,ECU,MARIA CANDELARIA,2023-06-15T00:00:00Z,2023-07-12T17:00:00Z,FISHING,FISHING,735000000,,,2023-06-10T14:58:01Z,2023-07-15T09:04:56Z,19.86
2023-06-22,ECU,MARIA CANDELARIA,2023-06-15T00:00:00Z,2023-07-12T17:00:00Z,FISHING,FISHING,735000000,,,2023-06-10T14:58:01Z,2023-07-15T09:04:56Z,24.06
2023-06-16,ECU,MARIA CANDELARIA,2023-06-15T00:00:00Z,2023-07-12T17:00:00Z,FISHING,FISHING,735000000,,,2023-06-10T14:58:01Z,2023-07-15T09:04:56Z,10.20
2023-06-23,ECU,MARIA CANDELARIA,2023-06-15T00:00:00Z,2023-07-12T17:00:00Z,FISHING,FISHING,735000000,,,2023-06-10T14:58:01Z,2023-07-15T09:04:56Z,23.41
2023-07-03,ECU,AMBAR,2023-06-19T16:00:00Z,2023-12-24T14:00:00Z,DRIFTING_LONGLINES,FISHING,735059903,,HC6330,2023-06-14T14:11:03Z,2024-11-12T21:57:40Z,2.88
2023-11-08,ECU,AMBAR,2023-06-19T16:00:00Z,2023-12-24T14:00:00Z,DRIFTING_LONGLINES,FISHING,735059903,,HC6330,2023-06-14T14:11:03Z,2024-11-12T21:57:40Z,3.33
