Lat,Lon,Time Range,flag,Vessel IDs,Apparent Fishing Hours
-1.220000,-94.060000,2023-08-10,,1,0.89
-0.830000,-92.430000,2023-08-23,,1,1.03
-1.020000,-92.320000,2023-08-21,,1,1.02
-1.010000,-92.290000,2023-08-19,,1,0.86
-1.360000,-89.640000,2023-08-17,ECU,1,1.75
-0.660000,-91.230000,2023-08-15,ECU,1,0.92
-0.430000,-90.710000,2023-08-08,ECU,1,0.09
0.730000,-95.190000,2023-09-21,ECU,1,0.98
1.250000,-94.340000,2023-09-15,ECU,1,1.91
2.740000,-93.580000,2023-09-26,ECU,1,0.99
2.840000,-93.870000,2023-09-26,ECU,1,0.98
2.960000,-93.500000,2023-09-26,ECU,1,0.45
0.630000,-90.790000,2023-09-11,ECU,1,0.33
3.260000,-92.890000,2023-09-23,ECU,1,0.25
2.710000,-93.500000,2023-09-24,ECU,1,0.68
3.490000,-90.710000,2023-09-22,ECU,1,1.10
2.290000,-94.410000,2023-09-27,ECU,1,0.44
3.410000,-90.860000,2023-09-21,ECU,1,2.20
1.950000,-94.130000,2023-09-28,ECU,1,1.37
-0.780000,-89.520000,2023-09-05,ECU,1,2.58
-1.350000,-94.730000,2023-09-14,ECU,1,0.88
-1.200000,-94.670000,2023-09-29,ECU,1,0.90
-0.860000,-90.770000,2023-09-07,ECU,1,0.92
-0.930000,-90.820000,2023-09-07,ECU,1,0.11
-0.840000,-89.560000,2023-09-14,ECU,1,0.40
-0.770000,-89.490000,2023-09-11,ECU,1,1.99
-1.400000,-94.300000,2023-09-27,ECU,1,0.17
-1.030000,-91.220000,2023-09-08,ECU,1,11.75
-0.760000,-90.780000,2023-09-11,ECU,1,0.92
-1.450000,-87.060000,2023-09-07,ECU,1,1.08
-2.720000,-93.410000,2023-09-02,ECU,1,1.04
-1.370000,-89.640000,2023-09-08,ECU,1,0.58
-0.640000,-94.170000,2023-09-12,ECU,1,0.95
-0.870000,-89.850000,2023-09-08,ECU,1,0.42
-2.910000,-93.970000,2023-09-27,NIC,1,0.92
0.660000,-86.840000,2023-10-08,ECU,1,2.97
2.830000,-93.430000,2023-10-04,ECU,1,0.99
0.120000,-94.390000,2023-10-12,ECU,1,0.84
0.610000,-94.310000,2023-10-06,ECU,1,0.53
0.540000,-93.520000,2023-10-05,ECU,1,1.16
0.810000,-93.330000,2023-10-04,ECU,1,1.01
2.090000,-94.760000,2023-10-13,ECU,1,1.26
0.770000,-94.130000,2023-10-24,ECU,1,1.00
2.000000,-94.560000,2023-10-12,ECU,1,0.99
2.180000,-92.960000,2023-10-23,ECU,1,1.01
1.180000,-94.450000,2023-10-21,ECU,1,2.02
0.410000,-94.840000,2023-10-21,ECU,1,1.05
1.700000,-94.920000,2023-10-22,ECU,1,1.01
0.680000,-93.290000,2023-10-19,ECU,1,1.03
2.280000,-93.000000,2023-10-25,ECU,1,0.63
-0.530000,-92.410000,2023-10-19,PAN,1,1.00
-1.340000,-89.620000,2023-10-10,ECU,1,1.20
-1.110000,-93.280000,2023-10-29,ECU,1,2.03
-1.410000,-93.030000,2023-10-28,ECU,1,0.76
-1.050000,-93.700000,2023-10-31,ECU,1,0.12
-0.890000,-93.750000,2023-10-31,ECU,1,0.92
-2.800000,-93.960000,2023-10-29,ECU,1,1.20
-1.860000,-94.010000,2023-10-30,ECU,1,1.38
-2.950000,-92.410000,2023-10-27,ECU,1,1.32
-2.500000,-91.980000,2023-10-03,ECU,1,1.63
-2.560000,-92.350000,2023-10-02,ECU,1,1.01
-2.760000,-92.970000,2023-10-01,ECU,1,0.62
-0.190000,-93.710000,2023-10-14,ECU,1,1.00
-0.370000,-93.910000,2023-10-15,ECU,1,0.55
-4.390000,-90.750000,2023-10-20,ECU,1,2.10
-3.560000,-90.780000,2023-10-28,ECU,1,1.10
-3.690000,-90.630000,2023-10-28,ECU,1,0.90
-3.830000,-90.410000,2023-10-25,ECU,1,1.05
-1.490000,-90.850000,2023-10-17,ECU,1,1.00
-1.210000,-91.950000,2023-10-14,ECU,1,1.00
-1.090000,-89.940000,2023-10-07,ECU,1,0.75
-0.560000,-93.880000,2023-10-19,ECU,1,1.00
-1.030000,-90.170000,2023-10-02,ECU,1,0.50
-0.920000,-89.720000,2023-10-11,ECU,1,1.59
-1.770000,-93.130000,2023-10-29,ECU,1,2.22
-1.710000,-92.980000,2023-10-30,ECU,1,4.33
-3.270000,-86.890000,2023-10-21,ECU,1,0.93
-2.810000,-87.060000,2023-10-23,ECU,1,0.93
-0.960000,-89.520000,2023-10-10,ECU,1,0.41
-0.950000,-89.510000,2023-10-31,ECU,1,0.84
-0.480000,-90.250000,2023-10-30,ECU,1,0.92
-0.540000,-90.200000,2023-10-30,ECU,1,0.67
1.500000,-87.820000,2023-11-03,ECU,1,2.98
-1.410000,-94.200000,2023-11-15,ECU,1,0.91
-1.470000,-93.490000,2023-11-16,ECU,1,1.12
-1.250000,-93.800000,2023-11-14,ECU,1,1.11
-1.720000,-93.980000,2023-11-04,ECU,1,1.99
-0.920000,-94.930000,2023-11-02,ECU,1,0.72
-0.820000,-94.760000,2023-11-02,ECU,1,1.04
-4.020000,-90.990000,2023-11-02,ECU,1,0.85
-2.740000,-91.570000,2023-11-23,ECU,1,1.59
-1.270000,-93.520000,2023-11-18,ECU,1,1.01
-1.250000,-93.690000,2023-11-16,ECU,1,1.00
-2.180000,-92.870000,2023-11-05,ECU,1,0.50
-2.170000,-93.240000,2023-11-05,ECU,1,0.22
-0.780000,-89.520000,2023-11-04,ECU,2,3.80
-0.340000,-91.330000,2023-11-17,ECU,1,0.58
-1.350000,-89.620000,2023-11-08,ECU,2,1.45
-1.350000,-89.630000,2023-11-23,ECU,1,0.75
-1.030000,-91.110000,2023-11-30,ECU,1,1.50
-0.350000,-90.400000,2023-11-13,ECU,1,0.17
-0.390000,-90.470000,2023-11-24,ECU,1,0.11
-1.760000,-91.750000,2023-11-18,PAN,1,0.99
0.540000,-90.710000,2023-12-18,ECU,1,1.66
-0.780000,-89.520000,2023-12-14,ECU,1,1.61
-1.000000,-89.550000,2023-12-19,ECU,1,1.42
-1.780000,-86.300000,2023-12-03,ECU,1,0.88
-1.220000,-93.950000,2023-12-12,ECU,1,0.50
-0.490000,-94.370000,2023-12-06,ECU,1,0.97
-1.120000,-94.240000,2023-12-04,ECU,1,0.63
-1.110000,-94.250000,2023-12-05,ECU,1,0.16
-1.040000,-91.150000,2023-12-10,ECU,1,2.33
-1.320000,-90.380000,2023-12-07,ECU,1,1.17
-0.460000,-90.900000,2023-12-12,ECU,1,1.16
-3.480000,-88.570000,2023-12-24,ECU,1,0.95
-1.250000,-89.460000,2023-12-06,ECU,1,0.17
-1.230000,-89.370000,2023-12-04,ECU,1,0.58
-3.150000,-93.770000,2023-12-10,ECU,1,2.07
-3.080000,-93.890000,2023-12-10,ECU,1,1.28
-2.980000,-93.820000,2023-12-10,ECU,1,0.97
-2.980000,-92.650000,2023-12-06,ECU,1,1.41
-1.200000,-90.530000,2023-12-13,ECU,1,1.08
2.400000,-95.210000,2023-02-05,ECU,1,0.89
3.550000,-93.480000,2023-02-17,ECU,1,0.98
4.160000,-90.580000,2023-02-09,ECU,1,2.00
4.330000,-92.520000,2023-02-06,ECU,1,0.99
0.010000,-94.170000,2023-01-26,ECU,1,0.72
0.210000,-93.860000,2023-01-21,ECU,1,0.93
0.210000,-94.190000,2023-01-29,ECU,1,0.09
0.080000,-93.990000,2023-01-24,ECU,1,1.32
0.190000,-93.850000,2023-01-21,ECU,1,0.44
0.070000,-94.020000,2023-01-24,ECU,1,0.64
0.270000,-91.620000,2023-01-15,ECU,1,0.83
0.750000,-95.110000,2023-01-24,ECU,1,0.20
0.830000,-95.050000,2023-01-15,ECU,1,1.00
0.160000,-94.100000,2023-01-17,ECU,1,2.18
0.290000,-89.930000,2023-01-13,ECU,1,1.25
0.320000,-89.910000,2023-01-27,ECU,1,0.42
-0.830000,-89.540000,2023-01-19,ECU,1,1.66
-0.590000,-94.910000,2023-01-31,ECU,1,1.76
-0.310000,-90.860000,2023-01-06,ECU,1,1.25
-0.800000,-90.090000,2023-01-27,ECU,1,0.85
-0.700000,-92.460000,2023-01-30,ECU,1,1.03
-0.380000,-90.430000,2023-01-10,ECU,1,1.42
-0.780000,-89.520000,2023-02-18,ECU,2,3.87
-4.240000,-91.530000,2023-02-14,ECU,1,1.14
-4.180000,-91.580000,2023-02-14,ECU,1,0.92
-0.620000,-90.750000,2023-02-03,ECU,1,1.08
0.420000,-94.030000,2023-04-24,ECU,1,0.84
0.320000,-93.590000,2023-04-22,ECU,1,0.79
0.200000,-93.900000,2023-04-23,ECU,1,0.43
0.640000,-93.830000,2023-04-14,ECU,1,1.00
0.580000,-93.240000,2023-04-29,ECU,1,1.00
0.960000,-94.390000,2023-04-04,ECU,1,0.99
0.260000,-93.310000,2023-04-11,ECU,1,0.98
0.620000,-93.500000,2023-04-07,ECU,1,1.01
1.260000,-94.440000,2023-04-04,ECU,1,0.85
0.720000,-94.010000,2023-04-05,ECU,1,0.93
0.550000,-93.620000,2023-04-07,ECU,1,0.99
3.790000,-93.530000,2023-04-01,ECU,1,0.65
0.510000,-93.800000,2023-04-19,ECU,1,0.93
0.560000,-93.900000,2023-04-22,ECU,1,0.72
0.470000,-93.950000,2023-04-19,ECU,1,0.75
0.000000,-93.260000,2023-03-12,ECU,1,0.99
-0.020000,-93.240000,2023-03-13,ECU,1,0.86
-0.100000,-93.470000,2023-03-22,ECU,1,0.98
-0.050000,-93.430000,2023-03-23,ECU,1,0.87
-1.040000,-92.480000,2023-03-23,ECU,1,0.67
-3.440000,-89.680000,2023-03-10,ECU,1,0.21
-1.420000,-92.460000,2023-03-29,ECU,1,0.25
-3.200000,-88.650000,2023-03-11,ECU,1,1.18
-2.890000,-89.560000,2023-03-09,ECU,1,1.06
-1.050000,-91.070000,2023-03-05,ECU,1,2.42
-0.810000,-90.800000,2023-03-17,ECU,1,0.57
-1.380000,-89.620000,2023-03-07,ECU,1,1.25
-1.320000,-89.650000,2023-03-21,ECU,1,4.33
-1.000000,-90.850000,2023-03-06,ECU,1,1.08
-0.760000,-90.450000,2023-03-31,ECU,1,0.25
-1.020000,-89.640000,2023-03-20,ECU,1,2.17
-4.050000,-92.650000,2023-04-19,ECU,1,0.89
-3.970000,-91.680000,2023-04-10,ECU,1,1.47
-0.980000,-90.870000,2023-04-25,ECU,1,0.42
-1.130000,-89.900000,2023-04-09,ECU,1,0.33
-0.380000,-90.420000,2023-04-05,ECU,1,1.92
-4.290000,-88.330000,2023-04-03,ECU,1,1.28
-3.980000,-88.330000,2023-04-06,ECU,1,0.23
-0.900000,-89.610000,2023-04-21,ECU,1,13.76
-0.830000,-90.080000,2023-04-17,ECU,1,3.68
0.930000,-93.160000,2023-05-16,ECU,1,1.58
1.020000,-93.220000,2023-05-14,ECU,1,0.99
1.300000,-93.970000,2023-05-25,ECU,1,1.92
0.020000,-94.860000,2023-05-25,ECU,1,0.62
1.130000,-93.780000,2023-05-13,ECU,1,1.26
0.750000,-93.770000,2023-05-12,ECU,1,1.04
1.090000,-94.170000,2023-05-27,ECU,1,1.01
1.060000,-93.220000,2023-05-12,ECU,1,1.00
1.190000,-93.370000,2023-05-12,ECU,1,0.84
1.380000,-95.220000,2023-05-15,ECU,1,0.53
0.540000,-95.120000,2023-05-07,ECU,1,0.63
0.910000,-95.080000,2023-05-08,ECU,1,1.82
0.000000,-93.820000,2023-05-13,ECU,1,0.97
1.140000,-94.060000,2023-05-18,ECU,1,0.99
1.190000,-93.230000,2023-05-20,ECU,1,1.93
0.720000,-94.150000,2023-05-14,ECU,1,0.98
1.540000,-93.380000,2023-05-22,ECU,1,0.16
1.300000,-93.680000,2023-05-23,ECU,1,0.97
1.180000,-93.180000,2023-05-15,,1,1.12
1.340000,-93.230000,2023-05-14,,1,0.94
0.970000,-93.240000,2023-05-19,ECU,1,1.00
0.000000,-93.870000,2023-05-28,ECU,1,1.01
1.240000,-88.800000,2023-06-27,ECU,1,2.05
-1.520000,-94.150000,2023-05-05,ECU,1,0.41
-0.260000,-94.980000,2023-05-23,ECU,1,1.02
-0.050000,-95.010000,2023-05-22,ECU,1,0.99
-2.200000,-90.710000,2023-05-28,ECU,1,0.43
-0.300000,-93.400000,2023-05-20,ECU,1,1.60
-0.760000,-90.470000,2023-05-01,ECU,1,1.33
-1.240000,-90.390000,2023-05-26,ECU,1,1.92
-0.520000,-93.100000,2023-05-26,PAN,1,1.02
-0.550000,-90.860000,2023-05-01,ECU,1,1.58
-0.860000,-90.700000,2023-05-16,ECU,1,2.17
-0.850000,-89.830000,2023-05-31,ECU,1,0.50
-1.240000,-90.390000,2023-05-14,ECU,1,0.98
0.130000,-94.490000,2023-06-14,ECU,1,1.26
0.040000,-94.600000,2023-06-11,ECU,1,0.99
0.030000,-95.010000,2023-06-11,ECU,1,1.90
0.650000,-95.110000,2023-06-09,ECU,1,0.94
3.460000,-92.110000,2023-06-17,ECU,1,0.13
3.330000,-92.070000,2023-06-17,ECU,1,1.01
3.240000,-93.480000,2023-06-13,ECU,1,2.00
3.290000,-93.480000,2023-06-13,ECU,1,0.07
-0.800000,-90.030000,2023-06-20,ECU,1,3.50
-0.310000,-93.870000,2023-06-22,ECU,1,1.09
-0.260000,-94.300000,2023-06-21,ECU,1,2.03
-0.530000,-93.830000,2023-06-26,ECU,1,0.99
-0.250000,-93.770000,2023-06-23,ECU,1,1.17
-0.140000,-94.480000,2023-06-18,ECU,1,1.51
-0.160000,-94.570000,2023-06-17,ECU,1,0.75
-0.150000,-94.580000,2023-06-17,ECU,1,1.15
-0.160000,-94.620000,2023-06-23,ECU,1,2.00
-3.570000,-92.040000,2023-06-05,ECU,1,0.97
-0.130000,-94.580000,2023-06-17,ECU,1,1.05
-0.250000,-94.700000,2023-06-17,ECU,1,1.01
-0.940000,-93.920000,2023-06-25,ECU,1,0.91
-0.820000,-90.390000,2023-06-28,ECU,1,0.75
-2.150000,-91.390000,2023-06-19,ECU,1,0.23
-2.330000,-90.890000,2023-06-19,ECU,1,0.89
-2.300000,-93.320000,2023-06-18,ECU,1,0.43
-0.470000,-86.670000,2023-06-01,ECU,1,0.98
-0.800000,-90.040000,2023-06-09,ECU,1,2.92
-2.840000,-90.720000,2023-06-13,ECU,1,0.80
-0.390000,-90.520000,2023-06-29,ECU,1,0.17
-0.520000,-94.580000,2023-06-18,ECU,1,0.14
-0.830000,-89.540000,2023-06-29,ECU,1,1.17
-0.770000,-89.460000,2023-06-14,ECU,1,1.08
-0.800000,-89.530000,2023-06-15,ECU,1,0.33
-0.570000,-90.140000,2023-06-09,ECU,1,0.36
-0.720000,-89.230000,2023-06-08,ECU,1,0.42
3.140000,-90.740000,2023-07-21,ECU,1,1.62
2.840000,-91.710000,2023-07-08,ECU,1,0.08
0.310000,-93.270000,2023-07-10,ECU,1,0.42
0.930000,-93.610000,2023-07-01,ECU,1,1.98
2.670000,-94.120000,2023-07-03,ECU,1,0.19
0.920000,-94.310000,2023-07-06,ECU,1,0.41
0.980000,-93.660000,2023-07-11,ECU,1,0.49
2.650000,-93.300000,2023-07-12,PAN,1,0.03
3.430000,-90.940000,2023-07-21,ECU,1,1.00
-2.190000,-88.700000,2023-07-15,ECU,1,0.05
-1.220000,-94.570000,2023-07-07,ECU,1,0.64
-1.380000,-94.670000,2023-07-11,ECU,1,2.05
-1.040000,-94.770000,2023-07-13,ECU,1,0.89
-1.340000,-93.960000,2023-07-14,ECU,1,1.16
-1.310000,-94.530000,2023-07-05,ECU,1,0.90
-0.140000,-94.700000,2023-07-12,ECU,1,0.95
-2.850000,-89.690000,2023-07-04,ECU,1,1.92
-2.460000,-87.590000,2023-07-05,ECU,1,1.33
-1.030000,-89.970000,2023-07-12,ECU,1,1.00
-0.020000,-94.940000,2023-07-07,ECU,1,0.35
-0.870000,-92.630000,2023-07-13,ECU,1,1.00
-0.250000,-94.190000,2023-07-12,ECU,1,0.81
-0.450000,-94.070000,2023-07-16,ECU,1,0.98
-2.120000,-94.570000,2023-07-21,ECU,1,0.63
-0.340000,-94.370000,2023-07-02,ECU,1,0.75
2.220000,-88.040000,2023-09-16,PAN,1,1.49
1.850000,-88.430000,2023-09-23,ECU,1,0.35
1.110000,-87.810000,2023-09-05,ECU,1,0.91
-0.880000,-89.600000,2023-08-03,ECU,1,0.83
-1.370000,-89.610000,2023-08-19,ECU,1,0.45
-1.690000,-93.140000,2023-08-26,ECU,1,0.96
-1.810000,-93.170000,2023-08-26,ECU,1,0.57
-2.510000,-91.860000,2023-08-04,ECU,1,1.03
-0.050000,-94.420000,2023-08-08,ECU,1,0.99
-2.020000,-93.230000,2023-08-12,ECU,1,0.48
-1.100000,-90.110000,2023-08-22,ECU,1,1.00
-1.080000,-90.210000,2023-08-14,ECU,1,3.58
-1.100000,-90.200000,2023-08-15,ECU,1,0.83
-0.230000,-90.580000,2023-08-31,ECU,1,0.29
-0.800000,-89.510000,2023-08-14,ECU,1,0.53
-1.420000,-89.630000,2023-08-17,ECU,1,1.75
-1.380000,-89.600000,2023-08-03,ECU,1,0.25
-1.230000,-93.660000,2023-08-07,ECU,1,0.87
-1.380000,-93.850000,2023-08-23,ESP,1,1.01
-2.910000,-87.020000,2023-08-29,ECU,1,1.05
-1.090000,-89.960000,2023-08-30,ECU,1,2.50
-2.790000,-92.940000,2023-08-15,ECU,1,0.55
-2.790000,-93.330000,2023-08-15,ECU,1,1.48
-0.940000,-92.350000,2023-08-22,,1,1.16
-0.810000,-92.390000,2023-08-21,,1,0.97
-1.120000,-92.350000,2023-08-18,,1,20.63
-1.390000,-89.610000,2023-08-09,ECU,1,1.75
-1.010000,-90.900000,2023-08-08,ECU,1,0.75
4.390000,-92.840000,2023-09-18,ECU,1,1.00
2.690000,-93.470000,2023-09-30,ECU,1,1.06
2.700000,-93.150000,2023-09-27,ECU,1,0.80
3.030000,-93.640000,2023-09-26,ECU,1,0.85
2.730000,-93.170000,2023-09-27,ECU,1,0.38
0.610000,-90.790000,2023-09-10,ECU,1,14.33
0.540000,-90.770000,2023-09-08,ECU,1,0.84
-0.160000,-93.360000,2023-09-12,ECU,1,1.00
-1.060000,-91.170000,2023-09-06,ECU,1,4.00
-0.840000,-93.470000,2023-09-28,ECU,1,1.06
-0.380000,-90.440000,2023-09-19,ECU,1,0.49
-1.460000,-87.100000,2023-09-07,ECU,1,1.22
-1.360000,-86.210000,2023-09-08,ECU,1,0.69
-2.620000,-92.100000,2023-09-03,ECU,1,1.04
-1.520000,-87.060000,2023-09-06,ECU,1,1.10
-0.430000,-94.150000,2023-09-14,ECU,1,0.99
-0.850000,-90.800000,2023-09-22,ECU,1,1.67
-0.530000,-94.420000,2023-09-12,ECU,1,0.99
-2.440000,-93.380000,2023-09-25,ECU,1,1.00
-2.920000,-89.160000,2023-09-30,ECU,1,1.04
-0.770000,-90.270000,2023-09-02,ECU,1,0.50
-1.350000,-94.780000,2023-09-10,ECU,1,1.00
2.110000,-87.830000,2023-10-28,ECU,1,1.16
0.720000,-86.710000,2023-10-08,ECU,1,1.01
0.410000,-86.290000,2023-10-07,ECU,1,2.00
3.590000,-91.410000,2023-10-24,ECU,1,3.13
0.380000,-93.800000,2023-10-04,ECU,1,0.41
0.420000,-94.900000,2023-10-07,ECU,1,0.99
0.660000,-94.310000,2023-10-30,ECU,1,2.01
0.540000,-93.410000,2023-10-20,ECU,1,1.00
1.700000,-90.310000,2023-10-25,ECU,1,0.06
1.110000,-94.410000,2023-10-20,ECU,1,0.50
0.580000,-94.820000,2023-10-20,ECU,1,0.99
0.900000,-93.230000,2023-10-18,ECU,1,1.63
2.610000,-94.420000,2023-10-23,ECU,1,1.00
0.880000,-93.160000,2023-10-18,ECU,1,1.95
-1.580000,-87.580000,2023-10-03,ECU,1,2.07
-1.240000,-93.450000,2023-10-30,ECU,1,0.98
-4.630000,-89.180000,2023-10-31,ECU,1,0.26
-3.040000,-89.110000,2023-10-25,ECU,1,2.12
-0.530000,-92.390000,2023-10-20,ECU,1,0.28
-2.310000,-88.630000,2023-10-04,ECU,1,1.18
-1.810000,-92.180000,2023-10-28,ECU,1,0.90
-0.910000,-90.850000,2023-10-25,ECU,1,1.08
-3.010000,-86.850000,2023-10-17,ECU,1,0.35
-1.400000,-87.110000,2023-10-19,ECU,1,1.04
-1.090000,-89.950000,2023-10-07,ECU,1,2.17
-4.450000,-89.130000,2023-10-24,ECU,1,2.11
-4.490000,-90.690000,2023-10-20,ECU,1,0.93
-4.550000,-89.240000,2023-10-23,ECU,1,1.05
-4.450000,-90.600000,2023-10-21,ECU,1,0.98
-2.030000,-93.340000,2023-10-14,ECU,1,1.35
-1.920000,-86.230000,2023-10-25,ECU,1,0.57
-2.380000,-87.600000,2023-10-24,ECU,1,0.88
-2.830000,-87.080000,2023-10-24,ECU,1,1.49
-0.950000,-89.550000,2023-10-16,ECU,1,1.08
2.280000,-87.870000,2023-11-10,ECU,1,1.07
1.520000,-87.830000,2023-11-03,ECU,1,0.81
1.410000,-87.760000,2023-11-03,ECU,1,0.59
-2.880000,-92.910000,2023-11-20,ECU,1,1.82
-4.220000,-92.370000,2023-11-10,ECU,1,0.94
-3.130000,-92.820000,2023-11-21,ECU,1,1.16
-2.810000,-94.090000,2023-11-18,ECU,1,0.85
-3.850000,-92.410000,2023-11-11,ECU,1,0.90
-1.330000,-93.850000,2023-11-14,ECU,1,0.42
-1.790000,-92.680000,2023-11-17,ECU,1,0.11
-0.780000,-94.300000,2023-11-14,ECU,1,0.96
-4.040000,-91.050000,2023-11-02,ECU,1,0.95
-1.440000,-94.510000,2023-11-30,ECU,1,2.18
-1.410000,-93.450000,2023-11-17,ECU,1,0.92
-1.370000,-93.680000,2023-11-13,ECU,1,0.83
-1.510000,-93.510000,2023-11-13,ECU,1,0.99
-1.420000,-93.660000,2023-11-14,ECU,1,0.67
-2.150000,-93.180000,2023-11-25,ECU,1,1.65
-2.050000,-93.200000,2023-11-07,ECU,1,1.44
-0.110000,-91.180000,2023-11-24,ECU,1,1.00
-0.330000,-90.300000,2023-11-02,ECU,1,3.42
-0.770000,-89.520000,2023-11-23,ECU,1,0.44
-1.340000,-89.650000,2023-11-08,ECU,1,2.50
-0.850000,-90.810000,2023-11-13,ECU,1,1.16
-0.940000,-90.890000,2023-11-23,ECU,1,0.75
-1.600000,-86.580000,2023-11-12,ECU,1,0.77
-0.650000,-94.620000,2023-11-03,ECU,1,0.99
-1.730000,-91.780000,2023-11-18,PAN,1,0.94
-2.070000,-92.080000,2023-11-24,PAN,1,1.83
1.690000,-91.990000,2023-12-12,ECU,1,0.25
1.660000,-91.980000,2023-12-12,ECU,1,1.10
-0.780000,-89.520000,2023-12-15,ECU,2,3.29
-3.080000,-90.630000,2023-12-22,ECU,1,0.50
-3.020000,-90.620000,2023-12-22,ECU,1,0.65
-0.220000,-90.600000,2023-12-21,ECU,1,0.12
-1.330000,-89.630000,2023-12-20,ECU,1,0.83
-0.970000,-90.970000,2023-12-06,ECU,1,1.00
-1.000000,-91.040000,2023-12-28,ECU,1,0.83
-1.020000,-91.280000,2023-12-09,ECU,1,1.08
-1.000000,-94.810000,2023-12-13,ECU,1,1.58
-1.130000,-93.770000,2023-12-30,ECU,1,0.90
-2.060000,-92.700000,2023-12-28,ECU,1,0.60
-3.500000,-88.890000,2023-12-25,ECU,1,1.95
-0.800000,-93.830000,2023-12-31,ECU,1,2.40
-0.650000,-89.250000,2023-12-21,ECU,1,2.34
-2.980000,-92.610000,2023-12-06,ECU,1,1.06
3.230000,-91.030000,2023-02-22,ECU,1,0.12
3.770000,-94.170000,2023-02-06,ECU,1,1.92
3.480000,-93.490000,2023-02-16,ECU,1,1.98
4.290000,-92.610000,2023-02-07,ECU,1,1.03
0.160000,-91.310000,2023-02-28,ECU,1,0.80
0.250000,-94.240000,2023-01-26,ECU,1,0.76
0.110000,-94.200000,2023-01-28,ECU,1,1.10
0.220000,-94.230000,2023-01-28,ECU,1,1.25
0.270000,-91.620000,2023-01-27,ECU,1,1.08
0.420000,-94.270000,2023-01-20,ECU,1,1.00
0.660000,-94.320000,2023-01-20,ECU,1,0.38
0.620000,-93.990000,2023-01-21,ECU,1,0.61
2.580000,-94.220000,2023-01-27,ECU,1,0.98
4.000000,-92.750000,2023-01-31,ECU,1,0.43
-0.600000,-94.700000,2023-01-31,ECU,1,0.63
-0.300000,-94.000000,2023-01-29,ECU,1,1.41
-0.300000,-93.970000,2023-01-29,ECU,1,0.93
-0.750000,-90.770000,2023-01-17,ECU,1,0.27
-1.120000,-89.920000,2023-01-20,ECU,1,2.33
-2.700000,-92.460000,2023-01-28,ECU,1,0.99
-0.430000,-90.700000,2023-01-04,ECU,1,1.58
-0.990000,-90.950000,2023-02-02,ECU,1,0.33
-1.010000,-90.970000,2023-02-10,ECU,1,1.25
-1.370000,-89.630000,2023-02-22,ECU,1,1.45
-0.840000,-93.650000,2023-02-18,ECU,1,2.52
-0.280000,-90.340000,2023-02-11,ECU,1,3.25
-0.800000,-90.090000,2023-02-13,ECU,1,1.10
-0.630000,-90.740000,2023-02-02,ECU,1,1.75
-1.850000,-91.200000,2023-02-28,PAN,1,0.78
0.600000,-94.070000,2023-04-17,ECU,1,1.82
0.050000,-94.170000,2023-04-13,ECU,1,1.58
0.380000,-94.100000,2023-04-14,ECU,1,1.86
0.400000,-93.370000,2023-04-28,ECU,1,0.98
0.410000,-93.490000,2023-04-29,ECU,1,0.84
1.030000,-94.330000,2023-04-05,ECU,1,1.05
0.950000,-94.010000,2023-04-06,ECU,1,0.26
0.440000,-93.860000,2023-04-07,ECU,1,1.04
0.520000,-93.660000,2023-04-07,ECU,1,1.03
4.000000,-90.750000,2023-04-05,ECU,1,1.59
0.710000,-94.660000,2023-04-19,,1,0.99
0.800000,-94.510000,2023-04-17,,1,0.95
0.310000,-93.870000,2023-04-16,ECU,1,1.43
0.500000,-93.930000,2023-04-18,ECU,1,1.11
0.520000,-93.910000,2023-04-18,ECU,1,0.49
0.430000,-94.330000,2023-04-16,,2,2.01
0.390000,-94.590000,2023-04-17,,1,0.84
0.320000,-90.560000,2023-04-25,ECU,1,0.83
0.260000,-93.630000,2023-03-24,ECU,1,1.46
-2.990000,-93.060000,2023-03-09,ECU,1,0.92
-0.090000,-93.420000,2023-03-22,ECU,1,1.18
-0.250000,-93.540000,2023-03-20,ECU,1,1.40
-3.330000,-93.360000,2023-03-07,ECU,1,2.07
-3.080000,-89.160000,2023-03-10,ECU,1,1.01
-3.280000,-92.720000,2023-03-07,ECU,1,1.07
-3.490000,-89.070000,2023-03-11,ECU,1,0.91
-1.200000,-92.860000,2023-03-02,ECU,1,1.84
-1.050000,-87.240000,2023-03-09,ECU,1,3.14
-3.920000,-89.080000,2023-03-19,,2,1.23
-0.790000,-90.810000,2023-03-17,ECU,1,0.20
-0.690000,-90.730000,2023-03-01,ECU,1,0.83
-1.020000,-90.880000,2023-03-31,ECU,1,1.33
-0.810000,-90.080000,2023-03-02,ECU,1,0.38
-0.870000,-89.900000,2023-03-17,ECU,1,2.42
-4.130000,-89.020000,2023-04-03,ECU,1,0.03
-3.790000,-89.800000,2023-04-05,ECU,1,0.22
-0.330000,-90.890000,2023-04-02,ECU,1,1.17
-1.420000,-92.530000,2023-04-01,ECU,1,0.15
-1.550000,-93.230000,2023-04-19,ECU,1,1.11
-0.440000,-90.290000,2023-04-29,ECU,1,1.80
-0.850000,-90.790000,2023-04-26,ECU,1,0.14
0.970000,-94.140000,2023-05-30,ECU,1,0.85
0.770000,-94.160000,2023-05-26,ECU,1,0.94
0.800000,-93.470000,2023-05-01,ECU,1,1.96
0.870000,-93.470000,2023-05-03,ECU,1,1.01
0.880000,-93.200000,2023-05-02,ECU,1,0.66
