Lat,Lon,Time Range,flag,Vessel IDs,Apparent Fishing Hours
-0.800000,-89.540000,2023-06-01,ECU,1,1.59
-0.780000,-89.520000,2023-06-18,ECU,1,0.84
1.660000,-95.300000,2023-07-13,ECU,1,0.99
2.260000,-93.280000,2023-07-07,,1,0.45
2.190000,-93.170000,2023-07-08,,1,1.64
2.140000,-93.990000,2023-07-06,,1,4.69
0.270000,-94.440000,2023-07-15,ECU,1,0.93
3.000000,-92.110000,2023-07-25,ECU,1,0.97
1.390000,-94.590000,2023-07-06,ECU,1,1.00
1.320000,-94.550000,2023-07-06,ECU,1,0.88
1.290000,-94.530000,2023-07-06,ECU,1,0.84
0.390000,-93.880000,2023-07-10,ECU,1,0.20
0.350000,-95.060000,2023-07-12,ECU,1,2.00
3.230000,-94.030000,2023-07-09,PAN,1,0.83
2.700000,-93.270000,2023-07-05,PAN,1,0.85
2.380000,-93.020000,2023-07-08,PAN,1,1.88
2.740000,-93.480000,2023-07-19,ECU,1,2.03
1.410000,-89.300000,2023-07-22,ECU,1,1.56
0.640000,-87.730000,2023-07-15,ECU,1,0.99
1.860000,-87.000000,2023-07-18,ECU,1,7.11
-0.840000,-89.570000,2023-07-30,ECU,1,0.83
-1.390000,-94.630000,2023-07-05,ECU,1,1.03
-1.480000,-94.280000,2023-07-14,ECU,1,1.00
-0.880000,-94.720000,2023-07-09,ECU,1,0.96
-1.350000,-94.710000,2023-07-12,ECU,1,0.54
-0.940000,-94.680000,2023-07-08,ECU,1,0.62
-1.320000,-94.650000,2023-07-12,ECU,1,0.42
-0.800000,-94.630000,2023-07-07,ECU,1,0.19
-3.630000,-90.170000,2023-07-01,ECU,1,1.00
-3.350000,-91.450000,2023-07-31,ECU,1,0.98
-3.360000,-91.530000,2023-07-31,ECU,1,1.00
-3.510000,-90.190000,2023-07-01,ECU,1,0.22
-0.780000,-93.730000,2023-07-04,ECU,1,2.03
-0.690000,-89.350000,2023-07-12,ECU,1,20.82
-1.130000,-89.890000,2023-07-12,ECU,1,1.08
-0.380000,-90.520000,2023-07-29,ECU,1,0.96
-0.850000,-90.750000,2023-07-17,ECU,1,1.67
-0.470000,-93.900000,2023-07-12,ECU,1,1.00
-1.060000,-93.500000,2023-07-18,ECU,1,1.00
-0.950000,-94.070000,2023-07-20,ECU,1,0.99
-1.530000,-92.740000,2023-07-17,ECU,1,0.98
-1.770000,-92.350000,2023-07-16,ECU,1,0.99
-0.750000,-94.250000,2023-07-20,ECU,1,1.03
-2.810000,-92.990000,2023-07-02,ECU,1,0.29
-1.110000,-90.950000,2023-07-19,ECU,1,3.58
-0.660000,-90.720000,2023-07-07,ECU,1,0.42
-0.390000,-90.470000,2023-07-27,ECU,1,0.69
-2.090000,-94.040000,2023-07-25,ECU,1,0.22
-1.600000,-93.970000,2023-07-18,ECU,1,1.74
-1.200000,-94.810000,2023-07-23,ECU,1,1.10
-0.260000,-94.380000,2023-07-02,ECU,1,1.26
-0.620000,-94.320000,2023-07-02,ECU,1,1.00
-1.370000,-89.610000,2023-07-06,ECU,1,0.83
-0.950000,-89.400000,2023-07-06,ECU,1,2.75
1.750000,-89.840000,2023-09-15,ECU,1,0.90
-0.810000,-89.530000,2023-08-17,ECU,1,0.49
-0.750000,-90.310000,2023-08-28,ECU,1,0.65
-1.560000,-94.780000,2023-08-15,ECU,1,2.20
-2.340000,-93.350000,2023-08-28,ECU,1,0.86
-0.390000,-92.760000,2023-08-23,ECU,1,1.00
-1.330000,-94.140000,2023-08-11,ECU,1,1.94
-0.640000,-94.740000,2023-08-09,ECU,1,1.06
-1.160000,-92.840000,2023-08-14,ECU,1,1.01
-0.500000,-93.880000,2023-08-07,ECU,1,0.99
-1.180000,-92.730000,2023-08-14,ECU,1,0.99
-2.930000,-91.880000,2023-08-03,ECU,1,1.03
-0.530000,-94.770000,2023-08-09,ECU,1,0.96
-0.830000,-94.800000,2023-08-10,ECU,1,6.99
-0.990000,-94.850000,2023-08-06,ECU,1,0.87
-0.850000,-94.920000,2023-08-08,ECU,1,0.99
-1.020000,-94.890000,2023-08-09,ECU,1,1.13
-1.180000,-94.830000,2023-08-08,ECU,1,0.31
-0.390000,-90.520000,2023-08-11,ECU,1,0.62
-2.640000,-94.140000,2023-08-04,ECU,1,1.09
-0.990000,-94.100000,2023-08-05,ECU,1,0.43
-0.290000,-90.340000,2023-08-10,ECU,1,1.41
-0.530000,-94.860000,2023-08-03,ECU,1,0.94
-0.390000,-90.350000,2023-08-14,ECU,1,0.25
-2.390000,-90.010000,2023-08-24,ESP,1,0.07
-2.810000,-87.340000,2023-08-30,ECU,1,0.45
-3.010000,-86.980000,2023-08-28,ECU,1,0.90
-2.460000,-89.290000,2023-08-21,ECU,1,0.57
-1.060000,-91.050000,2023-08-02,ECU,1,0.92
-0.670000,-91.320000,2023-08-14,ECU,1,1.08
-0.620000,-90.580000,2023-08-11,ECU,1,1.42
-2.620000,-93.290000,2023-08-12,ECU,1,0.99
-2.670000,-93.260000,2023-08-11,ECU,1,1.71
-2.660000,-93.180000,2023-08-12,ECU,1,1.23
-2.780000,-92.730000,2023-08-10,ECU,1,0.94
-2.810000,-93.280000,2023-08-13,ECU,1,1.32
-0.770000,-90.270000,2023-08-13,ECU,1,0.33
-1.190000,-94.040000,2023-08-17,,1,1.45
-1.140000,-93.960000,2023-08-08,,1,1.04
-1.180000,-93.930000,2023-08-08,,1,1.75
-1.030000,-90.870000,2023-08-03,ECU,1,1.00
0.010000,-92.950000,2023-09-10,ECU,1,1.01
1.280000,-94.590000,2023-09-15,ECU,1,1.06
3.150000,-93.210000,2023-09-28,ECU,1,0.91
1.680000,-95.070000,2023-09-28,ECU,1,0.94
3.480000,-94.410000,2023-09-17,ECU,1,1.00
3.280000,-92.920000,2023-09-24,ECU,1,0.82
2.530000,-94.450000,2023-09-27,ECU,1,0.08
3.170000,-92.920000,2023-09-26,ECU,1,3.56
-1.900000,-92.300000,2023-09-27,ECU,1,0.70
-0.780000,-89.520000,2023-09-29,ECU,1,2.64
-0.370000,-93.870000,2023-09-29,ECU,1,1.17
-0.950000,-89.530000,2023-09-25,ECU,1,1.08
-0.810000,-89.540000,2023-09-15,ECU,1,0.34
-1.750000,-87.710000,2023-09-06,ECU,1,0.92
-1.230000,-94.850000,2023-09-29,ECU,1,1.02
-0.430000,-94.290000,2023-09-14,ECU,1,0.14
-0.120000,-92.880000,2023-09-11,ECU,1,1.00
-0.850000,-93.880000,2023-09-13,ECU,1,0.07
-0.420000,-94.220000,2023-09-13,ECU,1,1.01
-0.070000,-93.350000,2023-09-12,ECU,1,0.99
-0.920000,-93.780000,2023-09-11,ECU,1,0.71
-2.710000,-90.740000,2023-09-27,ECU,1,0.66
-2.880000,-89.430000,2023-09-30,ECU,1,0.16
-4.030000,-91.110000,2023-09-03,ECU,1,0.70
-2.720000,-91.160000,2023-09-27,ECU,1,0.92
-0.780000,-94.280000,2023-09-13,ECU,1,0.84
-0.670000,-94.390000,2023-09-13,ECU,1,0.97
-0.860000,-94.350000,2023-09-11,ECU,1,1.22
-0.680000,-94.440000,2023-09-12,ECU,1,1.15
-0.690000,-94.370000,2023-09-13,ECU,1,1.18
-0.810000,-94.470000,2023-09-11,ECU,1,0.98
2.040000,-88.070000,2023-10-09,ECU,1,2.06
0.430000,-88.600000,2023-10-16,ECU,1,1.00
0.730000,-88.490000,2023-10-09,ECU,1,1.00
0.020000,-88.210000,2023-10-09,ECU,1,0.65
0.960000,-86.440000,2023-10-29,ECU,1,0.96
2.600000,-93.530000,2023-10-03,ECU,1,0.65
3.370000,-93.240000,2023-10-05,ECU,1,0.77
2.990000,-93.330000,2023-10-05,ECU,1,1.24
0.330000,-93.550000,2023-10-30,ECU,1,0.87
0.370000,-93.590000,2023-10-29,ECU,1,1.18
0.060000,-94.940000,2023-10-08,ECU,1,1.00
0.830000,-93.400000,2023-10-04,ECU,1,0.99
2.530000,-92.920000,2023-10-21,ECU,1,1.38
0.950000,-94.520000,2023-10-28,ECU,1,1.00
0.810000,-93.080000,2023-10-27,ECU,1,0.99
1.750000,-90.300000,2023-10-25,ECU,1,0.88
1.600000,-93.250000,2023-10-21,ECU,1,0.74
1.970000,-94.680000,2023-10-12,ECU,1,0.31
2.600000,-94.410000,2023-10-23,ECU,1,0.98
2.910000,-92.660000,2023-10-15,ECU,1,0.53
2.570000,-93.460000,2023-10-24,ECU,1,0.10
2.260000,-92.990000,2023-10-25,ECU,1,1.02
0.720000,-94.750000,2023-10-20,ECU,1,2.02
-1.320000,-89.650000,2023-10-31,ECU,1,0.60
-1.560000,-93.990000,2023-10-09,VEN,1,0.23
-1.550000,-87.500000,2023-10-03,ECU,1,1.30
-2.180000,-94.050000,2023-10-30,ECU,1,1.18
-2.920000,-90.930000,2023-10-26,ECU,1,0.68
-2.780000,-93.350000,2023-10-28,ECU,1,0.60
-2.800000,-93.910000,2023-10-29,ECU,1,0.77
-2.480000,-87.920000,2023-10-24,ECU,1,0.97
-0.420000,-92.410000,2023-10-20,ECU,1,1.00
-2.740000,-91.450000,2023-10-27,ECU,1,2.03
-1.240000,-94.500000,2023-10-31,ECU,1,1.10
-2.610000,-92.760000,2023-10-02,ECU,1,1.25
-1.340000,-89.610000,2023-10-11,ECU,1,0.67
-0.370000,-93.290000,2023-10-20,ECU,1,1.98
-3.720000,-90.680000,2023-10-26,ECU,1,2.20
-4.080000,-90.860000,2023-10-30,ECU,1,1.20
-3.990000,-90.710000,2023-10-23,ECU,1,1.10
-3.690000,-90.660000,2023-10-28,ECU,1,0.30
-3.990000,-90.740000,2023-10-23,ECU,1,1.05
-4.170000,-90.380000,2023-10-22,ECU,1,0.95
-4.080000,-90.560000,2023-10-23,ECU,1,1.35
-0.510000,-93.310000,2023-10-20,ECU,1,0.24
-0.530000,-93.770000,2023-10-16,ECU,1,1.44
-0.200000,-93.500000,2023-10-17,ECU,1,1.01
-0.570000,-93.430000,2023-10-18,ECU,1,0.18
-1.540000,-90.540000,2023-10-17,ECU,1,1.01
-1.390000,-86.930000,2023-10-19,ECU,1,1.00
-1.150000,-89.920000,2023-10-17,ECU,1,4.08
-1.110000,-89.840000,2023-10-03,ECU,1,3.58
-1.110000,-89.840000,2023-10-21,ECU,1,3.16
-1.400000,-93.030000,2023-10-29,ECU,1,0.00
-3.300000,-86.890000,2023-10-21,ECU,1,1.63
-2.080000,-86.700000,2023-10-25,ECU,1,1.36
-0.950000,-89.550000,2023-10-17,ECU,1,1.85
-0.800000,-90.810000,2023-10-24,ECU,1,0.25
-0.770000,-90.420000,2023-10-13,ECU,1,1.08
1.680000,-88.410000,2023-11-02,ECU,1,0.39
1.190000,-87.140000,2023-11-02,ECU,1,0.03
-1.930000,-92.660000,2023-11-06,ECU,1,0.98
-3.000000,-93.970000,2023-11-12,ECU,1,1.21
-1.790000,-94.640000,2023-11-17,ECU,1,0.87
-2.840000,-93.950000,2023-11-19,ECU,1,1.00
-2.700000,-94.240000,2023-11-15,ECU,1,1.11
-1.820000,-94.560000,2023-11-17,ECU,1,0.97
-1.170000,-93.730000,2023-11-14,ECU,1,0.45
-0.420000,-94.560000,2023-11-13,ECU,1,1.00
-1.240000,-92.730000,2023-11-17,ECU,1,0.03
-1.500000,-93.280000,2023-11-16,ECU,1,0.94
-1.320000,-93.880000,2023-11-14,ECU,1,0.37
-2.400000,-90.280000,2023-11-18,ECU,1,0.32
-1.220000,-93.190000,2023-11-16,ECU,1,1.13
-1.380000,-93.490000,2023-11-14,ECU,1,0.01
-1.230000,-93.820000,2023-11-13,ECU,1,1.07
-0.620000,-94.300000,2023-11-10,ECU,1,0.83
-1.210000,-93.600000,2023-11-14,ECU,1,0.95
-0.800000,-94.270000,2023-11-11,ECU,1,1.03
-1.060000,-94.190000,2023-11-10,ECU,1,1.00
-2.270000,-90.800000,2023-11-16,ECU,1,0.88
-4.120000,-90.850000,2023-11-01,ECU,1,1.00
-2.710000,-91.600000,2023-11-23,ECU,1,3.35
-1.420000,-94.610000,2023-11-30,ECU,1,0.63
-1.370000,-93.680000,2023-11-16,ECU,1,0.98
-1.460000,-93.480000,2023-11-16,ECU,1,1.00
-1.260000,-93.640000,2023-11-17,ECU,1,0.97
-2.390000,-93.180000,2023-11-03,ECU,1,0.59
-2.070000,-93.130000,2023-11-06,ECU,1,1.37
-1.670000,-93.670000,2023-11-08,ECU,1,1.02
-4.410000,-90.290000,2023-11-29,ECU,1,0.77
-0.780000,-89.520000,2023-11-26,ECU,2,3.06
-0.350000,-90.400000,2023-11-10,ECU,1,0.61
-0.390000,-90.520000,2023-11-29,ECU,1,1.25
-0.860000,-89.810000,2023-11-15,ECU,1,1.17
-2.050000,-90.870000,2023-11-10,ECU,1,0.28
-1.240000,-90.380000,2023-11-27,ECU,1,0.33
-0.570000,-90.780000,2023-11-22,ECU,1,1.00
-1.340000,-89.620000,2023-11-08,ECU,1,1.00
-4.490000,-89.210000,2023-11-01,ECU,1,2.01
-1.740000,-91.770000,2023-11-18,PAN,1,1.00
-0.600000,-92.380000,2023-11-22,PAN,1,0.62
0.600000,-86.350000,2023-12-16,PAN,1,0.51
0.370000,-90.520000,2023-12-07,ECU,1,12.72
-0.670000,-91.230000,2023-12-20,ECU,1,0.66
-2.880000,-90.600000,2023-12-22,ECU,1,7.18
-0.680000,-94.340000,2023-12-11,ECU,1,0.81
-1.080000,-94.330000,2023-12-11,ECU,1,0.88
-1.040000,-94.310000,2023-12-12,ECU,1,2.07
-0.610000,-94.450000,2023-12-08,ECU,1,0.97
-0.390000,-90.520000,2023-12-08,ECU,2,1.27
-1.000000,-91.030000,2023-12-02,ECU,1,0.92
-0.840000,-90.060000,2023-12-15,ECU,1,1.75
-0.870000,-90.620000,2023-12-05,ECU,1,0.50
-0.390000,-90.470000,2023-12-28,ECU,1,0.56
-1.250000,-94.780000,2023-12-12,ECU,1,0.89
-3.560000,-88.880000,2023-12-24,ECU,1,1.40
-3.470000,-87.470000,2023-12-22,ECU,1,0.80
-1.950000,-92.630000,2023-12-28,ECU,1,1.50
-3.460000,-88.470000,2023-12-24,ECU,1,0.95
-0.760000,-89.490000,2023-12-21,ECU,1,0.25
-1.250000,-89.510000,2023-12-27,ECU,1,2.25
-0.980000,-94.620000,2023-12-13,ECU,1,1.84
-3.050000,-92.240000,2023-12-24,ECU,1,0.60
4.940000,-91.850000,2023-02-14,ECU,1,1.79
4.170000,-92.600000,2023-02-01,ECU,1,1.01
4.980000,-92.000000,2023-02-13,ECU,1,0.82
0.430000,-94.670000,2023-02-01,ECU,1,1.00
4.800000,-91.620000,2023-02-23,ECU,1,0.79
3.630000,-91.080000,2023-02-23,ECU,1,1.31
3.430000,-93.670000,2023-02-17,ECU,1,5.18
3.820000,-93.700000,2023-02-07,ECU,1,0.91
3.440000,-93.620000,2023-02-19,ECU,1,0.64
3.230000,-92.770000,2023-02-02,ECU,1,2.58
2.700000,-92.980000,2023-02-18,ECU,1,0.99
4.890000,-92.240000,2023-02-05,ECU,1,0.86
0.210000,-94.070000,2023-01-28,ECU,1,1.29
0.200000,-94.120000,2023-01-26,ECU,1,1.20
0.350000,-93.990000,2023-01-22,ECU,1,0.87
0.110000,-93.850000,2023-01-23,ECU,1,1.24
0.780000,-95.130000,2023-01-24,ECU,1,1.00
0.610000,-94.190000,2023-01-21,ECU,1,1.99
3.730000,-92.330000,2023-01-31,ECU,1,1.30
4.000000,-93.240000,2023-01-28,ECU,1,0.94
-2.100000,-93.650000,2023-01-19,ECU,1,0.08
-0.630000,-94.090000,2023-01-30,ECU,1,0.92
-0.100000,-94.110000,2023-01-25,ECU,1,1.57
-0.440000,-93.950000,2023-01-24,ECU,1,0.92
-0.030000,-93.990000,2023-01-24,ECU,1,1.69
-0.320000,-93.980000,2023-01-29,ECU,1,1.07
0.000000,-93.960000,2023-01-30,ECU,1,1.03
-0.010000,-93.770000,2023-01-20,ECU,1,1.45
-1.230000,-90.360000,2023-01-17,ECU,1,0.09
-1.350000,-89.610000,2023-01-16,ECU,1,0.75
-1.320000,-89.630000,2023-01-21,ECU,1,1.17
-2.680000,-92.490000,2023-01-28,ECU,1,1.04
-0.260000,-93.580000,2023-01-31,ECU,1,0.91
-0.560000,-90.860000,2023-01-03,ECU,1,0.67
-0.420000,-90.720000,2023-01-11,ECU,1,1.67
-1.370000,-89.610000,2023-02-03,ECU,1,2.50
-0.380000,-90.960000,2023-02-02,ECU,1,0.64
-0.970000,-90.970000,2023-02-21,ECU,1,0.16
-4.110000,-91.630000,2023-02-14,ECU,1,1.12
-0.590000,-90.660000,2023-02-15,ECU,1,0.64
-0.810000,-90.080000,2023-02-23,ECU,1,0.41
-1.380000,-89.770000,2023-02-11,ECU,1,0.17
-0.710000,-90.740000,2023-02-09,ECU,1,0.58
0.080000,-93.930000,2023-04-22,ECU,1,0.48
0.370000,-93.650000,2023-04-23,ECU,1,1.00
0.590000,-93.920000,2023-04-25,ECU,1,0.99
0.470000,-94.190000,2023-04-16,ECU,1,0.96
0.530000,-94.060000,2023-04-18,ECU,1,0.83
0.620000,-93.750000,2023-04-20,ECU,1,0.85
0.630000,-94.040000,2023-04-17,ECU,1,1.77
0.400000,-93.410000,2023-04-28,ECU,1,0.84
1.080000,-94.380000,2023-04-05,ECU,1,1.01
0.050000,-93.500000,2023-04-12,ECU,1,0.96
1.120000,-94.410000,2023-04-05,ECU,1,0.48
0.000000,-93.460000,2023-04-11,ECU,1,1.72
3.730000,-93.600000,2023-04-01,ECU,1,0.63
3.460000,-93.520000,2023-04-01,ECU,1,0.53
3.020000,-93.180000,2023-04-01,ECU,1,1.01
2.920000,-93.210000,2023-04-01,ECU,1,1.23
3.400000,-90.620000,2023-04-04,ECU,1,1.87
0.880000,-93.290000,2023-04-13,,1,0.99
0.900000,-94.240000,2023-04-16,,1,1.06
0.910000,-93.910000,2023-04-19,ECU,1,0.24
0.570000,-93.830000,2023-04-18,ECU,1,1.71
0.710000,-93.590000,2023-04-23,ECU,1,0.87
0.460000,-93.970000,2023-04-23,ECU,1,1.06
0.740000,-93.750000,2023-04-21,ECU,1,1.07
0.490000,-93.930000,2023-04-19,ECU,1,1.30
1.030000,-93.890000,2023-04-23,ECU,1,0.73
0.110000,-93.370000,2023-03-15,ECU,1,0.83
0.310000,-93.620000,2023-03-19,ECU,1,1.89
0.160000,-91.320000,2023-03-28,ECU,1,15.17
0.840000,-93.340000,2023-03-05,ECU,1,1.01
1.200000,-93.300000,2023-03-07,ECU,1,1.02
1.290000,-93.260000,2023-03-08,ECU,1,0.99
1.280000,-93.390000,2023-03-07,ECU,1,0.93
0.170000,-93.660000,2023-03-13,ECU,1,1.02
1.040000,-93.340000,2023-03-06,ECU,1,1.04
0.840000,-89.540000,2023-02-05,ECU,1,0.95
0.580000,-87.390000,2023-04-07,ECU,1,0.35
-0.140000,-93.550000,2023-03-20,ECU,1,0.27
-2.870000,-92.990000,2023-03-09,ECU,1,1.14
-0.180000,-93.650000,2023-03-20,ECU,1,1.22
-3.310000,-93.760000,2023-03-07,ECU,1,0.96
-0.270000,-93.150000,2023-03-11,ECU,1,0.70
-1.130000,-92.480000,2023-03-24,ECU,1,0.40
-3.240000,-88.910000,2023-03-11,ECU,1,0.36
-3.320000,-93.280000,2023-03-07,ECU,1,0.98
-3.360000,-88.960000,2023-03-11,ECU,1,0.89
-1.510000,-92.740000,2023-03-03,ECU,1,0.47
-1.200000,-92.650000,2023-03-03,ECU,1,0.47
-3.170000,-88.650000,2023-03-12,ECU,1,1.02
-0.650000,-90.730000,2023-03-24,ECU,1,1.41
-1.020000,-90.870000,2023-03-31,ECU,1,0.50
-0.380000,-90.420000,2023-03-21,ECU,2,3.42
-0.730000,-90.210000,2023-03-25,ECU,1,0.75
-1.340000,-89.630000,2023-03-22,ECU,1,1.42
-0.770000,-89.500000,2023-04-29,ECU,1,0.83
-1.320000,-90.290000,2023-04-30,ECU,1,1.17
-3.210000,-90.480000,2023-04-07,ECU,1,0.44
-0.500000,-93.650000,2023-04-21,ECU,1,1.60
-0.220000,-93.320000,2023-04-26,ECU,1,1.02
-1.130000,-89.890000,2023-04-14,ECU,1,1.00
-1.050000,-92.390000,2023-04-02,PAN,1,0.24
-0.720000,-92.570000,2023-04-02,PAN,1,1.03
-4.010000,-90.040000,2023-04-21,ECU,1,1.19
-2.980000,-90.160000,2023-04-09,,1,0.98
-0.040000,-92.950000,2023-04-11,,1,0.97
-1.100000,-93.650000,2023-04-12,ECU,1,0.88
-4.290000,-88.250000,2023-04-04,ECU,1,1.01
-4.300000,-88.300000,2023-04-05,ECU,1,0.96
-4.060000,-92.640000,2023-04-10,ECU,1,0.85
-2.050000,-87.020000,2023-04-13,ECU,1,0.09
1.260000,-93.110000,2023-05-14,ECU,1,0.93
1.260000,-93.120000,2023-05-15,ECU,1,0.68
1.380000,-93.290000,2023-05-14,ECU,1,0.63
1.230000,-93.200000,2023-05-18,ECU,1,0.97
0.970000,-94.160000,2023-05-31,ECU,1,1.99
0.490000,-94.020000,2023-05-27,ECU,1,1.04
0.550000,-94.080000,2023-05-27,ECU,1,0.52
0.670000,-94.320000,2023-05-30,ECU,1,0.94
1.180000,-94.200000,2023-05-26,ECU,1,0.67
0.160000,-95.100000,2023-05-22,ECU,1,0.97
0.990000,-93.730000,2023-05-12,ECU,1,0.98
1.120000,-93.770000,2023-05-13,ECU,1,1.13
1.350000,-93.580000,2023-05-19,ECU,1,0.80
0.300000,-94.320000,2023-05-10,ECU,1,1.03
0.610000,-93.850000,2023-05-11,ECU,1,0.94
1.090000,-93.670000,2023-05-18,ECU,1,1.06
0.960000,-93.660000,2023-05-12,ECU,1,1.03
1.030000,-94.190000,2023-05-28,ECU,1,0.85
2.090000,-93.920000,2023-05-26,ECU,1,0.99
1.190000,-93.240000,2023-05-14,ECU,1,0.38
0.570000,-94.940000,2023-05-01,ECU,1,1.03
0.640000,-95.100000,2023-05-09,ECU,1,1.00
0.800000,-94.990000,2023-05-11,ECU,1,0.88
1.340000,-93.240000,2023-05-18,,2,2.08
1.240000,-93.350000,2023-05-22,ECU,1,1.67
1.140000,-93.360000,2023-05-22,ECU,1,0.77
1.010000,-94.320000,2023-05-16,ECU,1,0.68
1.400000,-93.320000,2023-05-21,ECU,1,1.25
1.280000,-93.130000,2023-05-14,,1,0.91
0.160000,-94.400000,2023-05-20,ECU,1,0.25
0.010000,-93.870000,2023-05-28,ECU,1,0.04
1.750000,-89.110000,2023-06-21,ECU,1,0.99
0.800000,-86.450000,2023-06-13,ECU,1,0.50
1.570000,-87.960000,2023-06-04,PAN,1,0.43
1.550000,-87.990000,2023-06-05,PAN,1,1.28
1.370000,-87.840000,2023-06-04,PAN,1,0.36
0.980000,-89.070000,2023-06-03,PAN,1,0.95
1.980000,-87.670000,2023-06-23,ECU,1,2.09
-0.180000,-93.820000,2023-05-22,ECU,1,0.96
-2.400000,-91.810000,2023-05-03,ECU,1,1.03
-0.980000,-90.840000,2023-05-11,ECU,1,0.27
-0.300000,-92.440000,2023-05-18,ECU,1,0.45
-0.560000,-90.860000,2023-05-23,ECU,1,0.92
-2.250000,-90.070000,2023-05-19,ECU,1,0.73
-3.320000,-87.780000,2023-05-15,ECU,1,0.07
-1.830000,-91.850000,2023-05-30,PAN,1,4.01
-0.720000,-90.660000,2023-05-12,ECU,1,0.58
-0.910000,-89.680000,2023-05-11,ECU,1,0.58
-1.370000,-92.890000,2023-05-12,ECU,1,1.06
-1.340000,-93.010000,2023-05-12,ECU,1,1.03
-0.540000,-90.190000,2023-05-24,ECU,1,0.58
0.570000,-94.010000,2023-06-02,ECU,1,0.99
0.030000,-94.570000,2023-06-15,ECU,1,1.39
0.700000,-95.220000,2023-06-01,ECU,1,1.01
0.850000,-95.220000,2023-06-01,ECU,1,1.04
0.380000,-95.130000,2023-06-24,ECU,1,0.36
0.970000,-92.950000,2023-06-30,ECU,1,0.97
3.200000,-93.500000,2023-06-13,ECU,1,2.04
3.590000,-92.080000,2023-06-11,ECU,1,0.31
-3.510000,-90.210000,2023-06-30,ECU,1,0.97
-0.730000,-93.920000,2023-06-25,ECU,1,1.97
-0.060000,-94.520000,2023-06-14,ECU,1,1.17
-1.190000,-90.540000,2023-06-20,ECU,1,4.75
-0.600000,-90.020000,2023-06-09,ECU,1,3.25
-1.190000,-90.520000,2023-06-20,ECU,1,0.25
-0.400000,-90.280000,2023-06-09,ECU,1,0.43
-0.890000,-93.360000,2023-06-22,ECU,1,1.01
-0.090000,-95.000000,2023-06-20,ECU,1,1.00
-0.720000,-94.680000,2023-06-29,ECU,1,0.96
-0.510000,-94.650000,2023-06-29,ECU,1,0.65
-0.690000,-90.720000,2023-06-04,ECU,1,0.17
-1.710000,-87.450000,2023-06-25,ECU,1,1.99
-2.850000,-89.190000,2023-06-30,ECU,1,0.80
-0.300000,-94.940000,2023-06-11,ECU,1,1.00
-0.260000,-95.030000,2023-06-12,ECU,1,0.50
-2.740000,-87.530000,2023-06-05,ECU,1,0.03
-2.890000,-93.220000,2023-06-27,ECU,1,1.05
-0.750000,-89.540000,2023-06-13,ECU,1,20.60
-0.200000,-94.300000,2023-06-21,ECU,1,0.95
-2.350000,-93.300000,2023-06-18,ECU,1,1.16
-3.460000,-90.360000,2023-06-24,ECU,1,0.96
-3.070000,-91.250000,2023-06-25,ECU,1,1.04
-3.080000,-91.250000,2023-06-25,ECU,1,1.96
-2.570000,-93.120000,2023-06-26,ECU,1,0.99
-1.250000,-90.370000,2023-06-24,ECU,1,0.75
-2.860000,-91.650000,2023-06-13,ECU,1,1.03
-2.860000,-91.440000,2023-06-13,ECU,1,1.22
-0.880000,-89.830000,2023-06-02,ECU,1,0.58
-1.600000,-92.370000,2023-06-19,ECU,1,0.90
-2.800000,-90.230000,2023-06-20,ECU,1,0.06
-0.260000,-94.290000,2023-06-29,ECU,1,0.94
-0.310000,-94.390000,2023-06-30,ECU,1,0.33
-0.660000,-94.380000,2023-06-24,ECU,1,1.11
-0.380000,-90.280000,2023-06-09,ECU,1,0.07
-0.280000,-90.540000,2023-06-16,ECU,1,1.03
2.500000,-93.420000,2023-07-07,,1,7.89
3.300000,-90.950000,2023-07-22,ECU,1,1.25
2.860000,-91.570000,2023-07-01,ECU,1,1.01
3.070000,-91.030000,2023-07-23,ECU,1,1.00
1.350000,-94.560000,2023-07-05,ECU,1,0.26
0.420000,-94.590000,2023-07-15,ECU,1,1.01
0.300000,-94.490000,2023-07-15,ECU,1,1.06
3.360000,-93.530000,2023-07-07,ECU,1,0.11
2.410000,-92.490000,2023-07-09,ECU,1,1.96
3.250000,-94.140000,2023-07-10,PAN,1,0.98
1.940000,-87.280000,2023-07-23,ECU,1,1.00
0.710000,-87.570000,2023-07-15,ECU,1,0.99
-0.900000,-89.610000,2023-07-14,ECU,1,2.58
-0.770000,-89.460000,2023-07-14,ECU,1,2.25
-2.210000,-91.800000,2023-07-14,ECU,1,0.99
-1.340000,-94.700000,2023-07-12,ECU,1,0.94
-1.330000,-94.660000,2023-07-12,ECU,1,2.52
-1.270000,-94.630000,2023-07-07,ECU,1,1.16
-0.890000,-94.690000,2023-07-08,ECU,1,1.03
-0.830000,-94.690000,2023-07-08,ECU,1,0.96
-0.360000,-94.510000,2023-07-09,ECU,1,10.01
-1.750000,-93.590000,2023-07-15,ECU,1,0.14
-0.090000,-94.770000,2023-07-07,ECU,1,0.97
-3.050000,-90.500000,2023-07-03,ECU,1,0.70
-0.770000,-89.990000,2023-07-22,ECU,1,1.17
-0.850000,-89.580000,2023-07-25,ECU,1,18.93
-0.700000,-94.430000,2023-07-01,ECU,1,0.99
-2.400000,-88.830000,2023-07-03,ECU,1,0.13
-2.080000,-86.430000,2023-07-04,ECU,1,1.00
-0.290000,-90.340000,2023-07-20,ECU,1,3.83
