lat,lon,MODISA_L3m_SST4_Monthly_9km_R2019_0_sst4
-51.45833969116211,-55.95833206176758,8.3289995
-51.45833969116211,-55.874996185302734,8.285999
-51.45833969116211,-55.79166030883789,8.176
-51.45833969116211,-55.70833206176758,8.162
-51.45833969116211,-55.624996185302734,8.222
-51.45833969116211,-55.54166030883789,8.219
-51.45833969116211,-55.45833206176758,8.148
-51.45833969116211,-55.374996185302734,8.0529995
-51.45833969116211,-55.29166030883789,7.995
-51.45833969116211,-55.20833206176758,7.967
-51.45833969116211,-55.124996185302734,8.033
-51.45833969116211,-55.04166030883789,7.903
-51.45833969116211,-54.95833206176758,7.8519998
-51.45833969116211,-54.874996185302734,7.8829994
-51.45833969116211,-54.79166030883789,7.871
-51.45833969116211,-54.70833206176758,7.849
-51.45833969116211,-54.624996185302734,7.875
-51.45833969116211,-54.54166030883789,7.824
-51.45833969116211,-54.45833206176758,7.7829995
-51.45833969116211,-54.374996185302734,7.777
-51.45833969116211,-54.29166030883789,7.6559997
-51.45833969116211,-54.20833206176758,7.549
-51.45833969116211,-54.124996185302734,7.4719996
-51.45833969116211,-54.04166030883789,7.49
-51.45833969116211,-53.95833206176758,7.4519997
-51.45833969116211,-53.874996185302734,7.3919997
-51.3750114440918,-71.375,
-51.3750114440918,-71.29166412353516,
-51.3750114440918,-71.20833587646484,
-51.3750114440918,-71.125,
-51.3750114440918,-71.04166412353516,
-51.3750114440918,-70.95833587646484,
-51.3750114440918,-70.875,
-51.3750114440918,-70.79166412353516,
-51.3750114440918,-70.70833587646484,
-51.3750114440918,-70.625,
-51.3750114440918,-70.54166412353516,
-51.3750114440918,-70.45833587646484,
-51.3750114440918,-70.375,
-51.3750114440918,-70.29166412353516,
-51.3750114440918,-70.20833587646484,
-51.3750114440918,-70.125,
-51.3750114440918,-70.04166412353516,
-51.3750114440918,-69.95833587646484,
-51.3750114440918,-69.875,
-51.3750114440918,-69.79166412353516,
-51.3750114440918,-69.70833587646484,
-51.3750114440918,-69.625,
-51.3750114440918,-69.54166412353516,
-51.3750114440918,-69.45833587646484,
-51.3750114440918,-69.375,
-51.3750114440918,-69.29166412353516,
-51.3750114440918,-69.20833587646484,
-51.3750114440918,-69.125,
-51.3750114440918,-69.04166412353516,11.18
-51.3750114440918,-68.95833587646484,10.972
-51.3750114440918,-68.875,10.497
-51.3750114440918,-68.79166412353516,10.158
-51.3750114440918,-68.70833587646484,9.906
-51.3750114440918,-68.625,9.688
-51.3750114440918,-68.54166412353516,9.467999
-51.3750114440918,-68.45833587646484,9.519
-51.3750114440918,-68.375,9.63
-51.3750114440918,-68.29166412353516,9.651999
-51.3750114440918,-68.20833587646484,9.682
-51.3750114440918,-68.125,9.705999
-51.3750114440918,-68.04166412353516,9.778
-51.3750114440918,-67.95833587646484,9.863999
-51.3750114440918,-67.875,9.962
-51.3750114440918,-67.79166412353516,10.032
-51.3750114440918,-67.70833587646484,10.072
-51.3750114440918,-67.625,10.061
-51.3750114440918,-67.54166412353516,9.989
-51.3750114440918,-67.45833587646484,9.952
-51.3750114440918,-67.375,9.919
-51.3750114440918,-67.29166412353516,9.882999
-51.3750114440918,-67.20833587646484,9.816
-51.3750114440918,-67.125,9.753
-51.3750114440918,-67.04166412353516,9.667
-51.3750114440918,-66.95833587646484,9.636999
-51.3750114440918,-66.875,9.655
-51.3750114440918,-66.79166412353516,9.628
-51.3750114440918,-66.70833587646484,9.606
-51.3750114440918,-66.625,9.632
-51.3750114440918,-66.54166412353516,9.609
-51.3750114440918,-66.45833587646484,9.589
-51.3750114440918,-66.375,9.543
-51.3750114440918,-66.29166412353516,9.49
-51.3750114440918,-66.20833587646484,9.528
-51.3750114440918,-66.125,9.517
-51.3750114440918,-66.04166412353516,9.447
-51.3750114440918,-65.95833587646484,9.385
-51.3750114440918,-65.875,9.372
-51.3750114440918,-65.79166412353516,9.3949995
-51.3750114440918,-65.70833587646484,9.427
-51.3750114440918,-65.625,9.441999
-51.3750114440918,-65.54166412353516,9.432
-51.3750114440918,-65.45833587646484,9.41
-51.3750114440918,-65.375,9.3689995
-51.3750114440918,-65.29166412353516,9.368
-51.3750114440918,-65.20833587646484,9.391
-51.3750114440918,-65.125,9.38
-51.3750114440918,-65.04166412353516,9.366
-51.3750114440918,-64.95833587646484,9.398999
-51.3750114440918,-64.875,9.417
-51.3750114440918,-64.79166412353516,9.427
-51.3750114440918,-64.70833587646484,9.399
-51.3750114440918,-64.625,9.399
-51.3750114440918,-64.54166412353516,9.408
-51.3750114440918,-64.45833587646484,9.373
-51.3750114440918,-64.375,9.314
-51.3750114440918,-64.29166412353516,9.256
-51.3750114440918,-64.20833587646484,9.238
-51.3750114440918,-64.125,9.203
-51.3750114440918,-64.04166412353516,9.217
-51.3750114440918,-63.95833206176758,9.25
-51.3750114440918,-63.874996185302734,9.248
-51.3750114440918,-63.79166030883789,9.264
-51.3750114440918,-63.70833206176758,9.224999
-51.3750114440918,-63.624996185302734,9.169
-51.3750114440918,-63.54166030883789,9.1449995
-51.3750114440918,-63.45833206176758,9.183
-51.3750114440918,-63.374996185302734,9.186
-51.3750114440918,-63.29166030883789,9.194
-51.3750114440918,-63.20833206176758,9.1779995
-51.3750114440918,-63.124996185302734,9.117
-51.3750114440918,-63.04166030883789,9.049999
-51.3750114440918,-62.95833206176758,8.995
-51.3750114440918,-62.874996185302734,8.992
-51.3750114440918,-62.79166030883789,9.006
-51.3750114440918,-62.70833206176758,9.014999
-51.3750114440918,-62.624996185302734,9.064
-51.3750114440918,-62.54166030883789,9.101999
-51.3750114440918,-62.45833206176758,9.115999
-51.3750114440918,-62.374996185302734,9.144
-51.3750114440918,-62.29166030883789,9.17
-51.3750114440918,-62.20833206176758,9.164
-51.3750114440918,-62.124996185302734,9.198
-51.3750114440918,-62.04166030883789,9.228
-51.3750114440918,-61.95833206176758,9.267
-51.3750114440918,-61.874996185302734,9.309999
-51.3750114440918,-61.79166030883789,9.353
-51.3750114440918,-61.70833206176758,9.446
-51.3750114440918,-61.624996185302734,9.438
-51.3750114440918,-61.54166030883789,9.474
-51.3750114440918,-61.45833206176758,9.555
-51.3750114440918,-61.374996185302734,9.622
-51.3750114440918,-61.29166030883789,9.603
-51.3750114440918,-61.20833206176758,9.558
-51.3750114440918,-61.124996185302734,9.474999
-51.3750114440918,-61.04166030883789,9.477
-51.3750114440918,-60.95833206176758,9.441999
-51.3750114440918,-60.874996185302734,9.468
-51.3750114440918,-60.79166030883789,9.596
-51.3750114440918,-60.70833206176758,9.847
-51.3750114440918,-60.624996185302734,9.722
-51.3750114440918,-60.54166030883789,9.9539995
-51.3750114440918,-60.45833206176758,10.09
-51.3750114440918,-60.374996185302734,10.320999
-51.3750114440918,-60.29166030883789,10.546
-51.3750114440918,-60.20833206176758,10.792
-51.3750114440918,-60.124996185302734,11.182
-51.3750114440918,-60.04166030883789,11.0529995
-51.3750114440918,-59.95833206176758,10.901999
-51.3750114440918,-59.874996185302734,11.573999
-51.3750114440918,-59.79166030883789,11.813
-51.3750114440918,-59.70833206176758,12.007
-51.3750114440918,-59.624996185302734,11.221
-51.3750114440918,-59.54166030883789,10.675
-51.3750114440918,-59.45833206176758,10.307
-51.3750114440918,-59.374996185302734,10.05
-51.3750114440918,-59.29166030883789,9.973
-51.3750114440918,-59.20833206176758,10.077
-51.3750114440918,-59.124996185302734,10.219999
-51.3750114440918,-59.04166030883789,10.288
-51.3750114440918,-58.95833206176758,10.349999
-51.3750114440918,-58.874996185302734,10.6
-51.3750114440918,-58.79166030883789,
-51.3750114440918,-58.70833206176758,
-51.3750114440918,-58.624996185302734,10.4325
-51.3750114440918,-58.54166030883789,10.68
-51.3750114440918,-58.45833206176758,11.0199995
-51.3750114440918,-58.374996185302734,9.804
-51.3750114440918,-58.29166030883789,9.858
-51.3750114440918,-58.20833206176758,9.656
-51.3750114440918,-58.124996185302734,9.513
-51.3750114440918,-58.04166030883789,9.381
-51.3750114440918,-57.95833206176758,9.43
-51.3750114440918,-57.874996185302734,9.458
-51.3750114440918,-57.79166030883789,9.474999
-51.3750114440918,-57.70833206176758,9.46
-51.3750114440918,-57.624996185302734,9.427
-51.3750114440918,-57.54166030883789,9.287
-51.3750114440918,-57.45833206176758,9.205999
-51.3750114440918,-57.374996185302734,9.057
-51.3750114440918,-57.29166030883789,8.827
-51.3750114440918,-57.20833206176758,8.736
-51.3750114440918,-57.124996185302734,8.694
-51.3750114440918,-57.04166030883789,8.605
-51.3750114440918,-56.95833206176758,8.541
-51.3750114440918,-56.874996185302734,8.509
-51.3750114440918,-56.79166030883789,8.445999
-51.3750114440918,-56.70833206176758,8.425
-51.3750114440918,-56.624996185302734,8.408
-51.3750114440918,-56.54166030883789,8.408
-51.3750114440918,-56.45833206176758,8.426
-51.3750114440918,-56.374996185302734,8.41
-51.3750114440918,-56.29166030883789,8.365
-51.3750114440918,-56.20833206176758,8.311999
-51.3750114440918,-56.124996185302734,8.311
-51.3750114440918,-56.04166030883789,8.298
-51.3750114440918,-55.95833206176758,8.359
-51.3750114440918,-55.874996185302734,8.365
-51.3750114440918,-55.79166030883789,8.344
-51.3750114440918,-55.70833206176758,8.368
-51.3750114440918,-55.624996185302734,8.325
-51.3750114440918,-55.54166030883789,8.332
-51.3750114440918,-55.45833206176758,8.289
-51.3750114440918,-55.374996185302734,8.247
-51.3750114440918,-55.29166030883789,8.212
-51.3750114440918,-55.20833206176758,8.105
-51.3750114440918,-55.124996185302734,8.013
-51.3750114440918,-55.04166030883789,7.9409995
-51.3750114440918,-54.95833206176758,7.9209995
-51.3750114440918,-54.874996185302734,7.8929996
-51.3750114440918,-54.79166030883789,7.995
-51.3750114440918,-54.70833206176758,8.016
-51.3750114440918,-54.624996185302734,7.967
-51.3750114440918,-54.54166030883789,7.897
-51.3750114440918,-54.45833206176758,7.849
-51.3750114440918,-54.374996185302734,7.827
-51.3750114440918,-54.29166030883789,7.74
-51.3750114440918,-54.20833206176758,7.5379996
-51.3750114440918,-54.124996185302734,7.483
-51.3750114440918,-54.04166030883789,7.4919996
-51.3750114440918,-53.95833206176758,7.493
-51.3750114440918,-53.874996185302734,7.46
-51.29166793823242,-71.375,
-51.29166793823242,-71.29166412353516,
-51.29166793823242,-71.20833587646484,
-51.29166793823242,-71.125,
-51.29166793823242,-71.04166412353516,
-51.29166793823242,-70.95833587646484,
-51.29166793823242,-70.875,
-51.29166793823242,-70.79166412353516,
-51.29166793823242,-70.70833587646484,
-51.29166793823242,-70.625,
-51.29166793823242,-70.54166412353516,
-51.29166793823242,-70.45833587646484,
-51.29166793823242,-70.375,
-51.29166793823242,-70.29166412353516,
-51.29166793823242,-70.20833587646484,
-51.29166793823242,-70.125,
-51.29166793823242,-70.04166412353516,
-51.29166793823242,-69.95833587646484,
-51.29166793823242,-69.875,
-51.29166793823242,-69.79166412353516,
-51.29166793823242,-69.70833587646484,
-51.29166793823242,-69.625,
-51.29166793823242,-69.54166412353516,
-51.29166793823242,-69.45833587646484,
-51.29166793823242,-69.375,
-51.29166793823242,-69.29166412353516,
-51.29166793823242,-69.20833587646484,
-51.29166793823242,-69.125,12.9275
-51.29166793823242,-69.04166412353516,11.101999
-51.29166793823242,-68.95833587646484,10.848
-51.29166793823242,-68.875,10.316
-51.29166793823242,-68.79166412353516,10.078
-51.29166793823242,-68.70833587646484,9.861
-51.29166793823242,-68.625,9.658999
-51.29166793823242,-68.54166412353516,9.526999
-51.29166793823242,-68.45833587646484,9.639999
-51.29166793823242,-68.375,9.735
-51.29166793823242,-68.29166412353516,9.801
-51.29166793823242,-68.20833587646484,9.828
-51.29166793823242,-68.125,9.8029995
-51.29166793823242,-68.04166412353516,9.834
-51.29166793823242,-67.95833587646484,9.978
-51.29166793823242,-67.875,10.056
-51.29166793823242,-67.79166412353516,10.144
-51.29166793823242,-67.70833587646484,10.172
-51.29166793823242,-67.625,10.154
-51.29166793823242,-67.54166412353516,10.104
-51.29166793823242,-67.45833587646484,10.052
-51.29166793823242,-67.375,10.077
-51.29166793823242,-67.29166412353516,10.038
-51.29166793823242,-67.20833587646484,9.999
-51.29166793823242,-67.125,9.915999
-51.29166793823242,-67.04166412353516,9.8359995
-51.29166793823242,-66.95833587646484,9.766
-51.29166793823242,-66.875,9.721
-51.29166793823242,-66.79166412353516,9.7369995
-51.29166793823242,-66.70833587646484,9.783999
-51.29166793823242,-66.625,9.731
-51.29166793823242,-66.54166412353516,9.721
-51.29166793823242,-66.45833587646484,9.672
-51.29166793823242,-66.375,9.6189995
-51.29166793823242,-66.29166412353516,9.643
-51.29166793823242,-66.20833587646484,9.663
-51.29166793823242,-66.125,9.65
-51.29166793823242,-66.04166412353516,9.6189995
-51.29166793823242,-65.95833587646484,9.597
-51.29166793823242,-65.875,9.539
-51.29166793823242,-65.79166412353516,9.539
-51.29166793823242,-65.70833587646484,9.509
-51.29166793823242,-65.625,9.509
-51.29166793823242,-65.54166412353516,9.526
-51.29166793823242,-65.45833587646484,9.467
-51.29166793823242,-65.375,9.431
-51.29166793823242,-65.29166412353516,9.391
-51.29166793823242,-65.20833587646484,9.365999
-51.29166793823242,-65.125,9.42
-51.29166793823242,-65.04166412353516,9.436
-51.29166793823242,-64.95833587646484,9.452
-51.29166793823242,-64.875,9.483
-51.29166793823242,-64.79166412353516,9.521
-51.29166793823242,-64.70833587646484,9.502
-51.29166793823242,-64.625,9.474999
-51.29166793823242,-64.54166412353516,9.469
-51.29166793823242,-64.45833587646484,9.427
-51.29166793823242,-64.375,9.423
-51.29166793823242,-64.29166412353516,9.363
-51.29166793823242,-64.20833587646484,9.301
-51.29166793823242,-64.125,9.278999
-51.29166793823242,-64.04166412353516,9.304999
-51.29166793823242,-63.95833206176758,9.305
-51.29166793823242,-63.874996185302734,9.32
-51.29166793823242,-63.79166030883789,9.318
-51.29166793823242,-63.70833206176758,9.296
-51.29166793823242,-63.624996185302734,9.292
-51.29166793823242,-63.54166030883789,9.275
-51.29166793823242,-63.45833206176758,9.266
-51.29166793823242,-63.374996185302734,9.259
-51.29166793823242,-63.29166030883789,9.257
-51.29166793823242,-63.20833206176758,9.263
-51.29166793823242,-63.124996185302734,9.238999
-51.29166793823242,-63.04166030883789,9.181
-51.29166793823242,-62.95833206176758,9.144
-51.29166793823242,-62.874996185302734,9.115
-51.29166793823242,-62.79166030883789,9.108
-51.29166793823242,-62.70833206176758,9.11
-51.29166793823242,-62.624996185302734,9.146
-51.29166793823242,-62.54166030883789,9.132
-51.29166793823242,-62.45833206176758,9.143
-51.29166793823242,-62.374996185302734,9.163
-51.29166793823242,-62.29166030883789,9.202
-51.29166793823242,-62.20833206176758,9.168
-51.29166793823242,-62.124996185302734,9.1779995
-51.29166793823242,-62.04166030883789,9.196
-51.29166793823242,-61.95833206176758,9.233
-51.29166793823242,-61.874996185302734,9.318
-51.29166793823242,-61.79166030883789,9.386
-51.29166793823242,-61.70833206176758,9.456
-51.29166793823242,-61.624996185302734,9.509
-51.29166793823242,-61.54166030883789,9.4869995
-51.29166793823242,-61.45833206176758,9.504
-51.29166793823242,-61.374996185302734,9.584
-51.29166793823242,-61.29166030883789,9.504999
-51.29166793823242,-61.20833206176758,9.431999
-51.29166793823242,-61.124996185302734,9.297
-51.29166793823242,-61.04166030883789,9.205999
-51.29166793823242,-60.95833206176758,9.271
-51.29166793823242,-60.874996185302734,9.398999
-51.29166793823242,-60.79166030883789,9.457
-51.29166793823242,-60.70833206176758,9.523
-51.29166793823242,-60.624996185302734,9.726
-51.29166793823242,-60.54166030883789,9.999
-51.29166793823242,-60.45833206176758,10.106999
-51.29166793823242,-60.374996185302734,10.248
-51.29166793823242,-60.29166030883789,10.399
-51.29166793823242,-60.20833206176758,9.962999
-51.29166793823242,-60.124996185302734,9.938
-51.29166793823242,-60.04166030883789,10.0199995
-51.29166793823242,-59.95833206176758,10.405999
-51.29166793823242,-59.874996185302734,11.096
-51.29166793823242,-59.79166030883789,11.271
-51.29166793823242,-59.70833206176758,10.401
-51.29166793823242,-59.624996185302734,10.622
-51.29166793823242,-59.54166030883789,9.566999
-51.29166793823242,-59.45833206176758,9.839
-51.29166793823242,-59.374996185302734,9.9869995
-51.29166793823242,-59.29166030883789,9.998
-51.29166793823242,-59.20833206176758,9.934999
-51.29166793823242,-59.124996185302734,9.802
-51.29166793823242,-59.04166030883789,9.9279995
-51.29166793823242,-58.95833206176758,10.266
-51.29166793823242,-58.874996185302734,9.656
-51.29166793823242,-58.79166030883789,9.448999
-51.29166793823242,-58.70833206176758,9.505
-51.29166793823242,-58.624996185302734,9.548
-51.29166793823242,-58.54166030883789,9.514999
-51.29166793823242,-58.45833206176758,9.499
-51.29166793823242,-58.374996185302734,9.542
-51.29166793823242,-58.29166030883789,9.589
-51.29166793823242,-58.20833206176758,9.565
-51.29166793823242,-58.124996185302734,9.492
-51.29166793823242,-58.04166030883789,9.3949995
-51.29166793823242,-57.95833206176758,9.339
-51.29166793823242,-57.874996185302734,9.311
-51.29166793823242,-57.79166030883789,9.342
-51.29166793823242,-57.70833206176758,9.3359995
-51.29166793823242,-57.624996185302734,9.422
-51.29166793823242,-57.54166030883789,9.405
-51.29166793823242,-57.45833206176758,9.342
-51.29166793823242,-57.374996185302734,9.148
-51.29166793823242,-57.29166030883789,8.976
-51.29166793823242,-57.20833206176758,8.837
-51.29166793823242,-57.124996185302734,8.731999
-51.29166793823242,-57.04166030883789,8.663
-51.29166793823242,-56.95833206176758,8.631
-51.29166793823242,-56.874996185302734,8.608
-51.29166793823242,-56.79166030883789,8.549
-51.29166793823242,-56.70833206176758,8.516
-51.29166793823242,-56.624996185302734,8.476
-51.29166793823242,-56.54166030883789,8.481
-51.29166793823242,-56.45833206176758,8.436
-51.29166793823242,-56.374996185302734,8.406
-51.29166793823242,-56.29166030883789,8.432
-51.29166793823242,-56.20833206176758,8.381
-51.29166793823242,-56.124996185302734,8.308
-51.29166793823242,-56.04166030883789,8.344
-51.29166793823242,-55.95833206176758,8.375
-51.29166793823242,-55.874996185302734,8.399
-51.29166793823242,-55.79166030883789,8.429999
-51.29166793823242,-55.70833206176758,8.396999
-51.29166793823242,-55.624996185302734,8.386
-51.29166793823242,-55.54166030883789,8.361
-51.29166793823242,-55.45833206176758,8.302
-51.29166793823242,-55.374996185302734,8.273
-51.29166793823242,-55.29166030883789,8.205
-51.29166793823242,-55.20833206176758,8.151999
-51.29166793823242,-55.124996185302734,8.056999
-51.29166793823242,-55.04166030883789,7.98
-51.29166793823242,-54.95833206176758,8.000999
-51.29166793823242,-54.874996185302734,8.004
-51.29166793823242,-54.79166030883789,8.048
-51.29166793823242,-54.70833206176758,8.042999
-51.29166793823242,-54.624996185302734,8.002
-51.29166793823242,-54.54166030883789,7.882
-51.29166793823242,-54.45833206176758,7.792
-51.29166793823242,-54.374996185302734,7.739
-51.29166793823242,-54.29166030883789,7.656
-51.29166793823242,-54.20833206176758,7.565
-51.29166793823242,-54.124996185302734,7.5239997
-51.29166793823242,-54.04166030883789,7.534
-51.29166793823242,-53.95833206176758,7.503
-51.29166793823242,-53.874996185302734,7.455
-51.20833969116211,-71.375,
-51.20833969116211,-71.29166412353516,
-51.20833969116211,-71.20833587646484,
-51.20833969116211,-71.125,
-51.20833969116211,-71.04166412353516,
-51.20833969116211,-70.95833587646484,
-51.20833969116211,-70.875,
-51.20833969116211,-70.79166412353516,
-51.20833969116211,-70.70833587646484,
-51.20833969116211,-70.625,
-51.20833969116211,-70.54166412353516,
-51.20833969116211,-70.45833587646484,
-51.20833969116211,-70.375,
-51.20833969116211,-70.29166412353516,
-51.20833969116211,-70.20833587646484,
-51.20833969116211,-70.125,
-51.20833969116211,-70.04166412353516,
-51.20833969116211,-69.95833587646484,
-51.20833969116211,-69.875,
-51.20833969116211,-69.79166412353516,
-51.20833969116211,-69.70833587646484,
-51.20833969116211,-69.625,
-51.20833969116211,-69.54166412353516,
-51.20833969116211,-69.45833587646484,
-51.20833969116211,-69.375,
-51.20833969116211,-69.29166412353516,
-51.20833969116211,-69.20833587646484,
-51.20833969116211,-69.125,11.330999
-51.20833969116211,-69.04166412353516,10.903
-51.20833969116211,-68.95833587646484,10.457
-51.20833969116211,-68.875,10.069
-51.20833969116211,-68.79166412353516,9.914
-51.20833969116211,-68.70833587646484,9.822
-51.20833969116211,-68.625,9.75
-51.20833969116211,-68.54166412353516,9.746
-51.20833969116211,-68.45833587646484,9.806999
-51.20833969116211,-68.375,9.855
-51.20833969116211,-68.29166412353516,9.917
-51.20833969116211,-68.20833587646484,9.976
-51.20833969116211,-68.125,9.962999
-51.20833969116211,-68.04166412353516,9.979
-51.20833969116211,-67.95833587646484,10.026
-51.20833969116211,-67.875,10.106
-51.20833969116211,-67.79166412353516,10.171
-51.20833969116211,-67.70833587646484,10.247
-51.20833969116211,-67.625,10.271
-51.20833969116211,-67.54166412353516,10.224999
-51.20833969116211,-67.45833587646484,10.182
-51.20833969116211,-67.375,10.177
-51.20833969116211,-67.29166412353516,10.15
-51.20833969116211,-67.20833587646484,10.151999
-51.20833969116211,-67.125,10.092
-51.20833969116211,-67.04166412353516,10.026
-51.20833969116211,-66.95833587646484,9.977
-51.20833969116211,-66.875,9.91
-51.20833969116211,-66.79166412353516,9.833
-51.20833969116211,-66.70833587646484,9.764
-51.20833969116211,-66.625,9.822
-51.20833969116211,-66.54166412353516,9.894
-51.20833969116211,-66.45833587646484,9.927
-51.20833969116211,-66.375,9.837
-51.20833969116211,-66.29166412353516,9.783
-51.20833969116211,-66.20833587646484,9.798
-51.20833969116211,-66.125,9.743
-51.20833969116211,-66.04166412353516,9.674999
-51.20833969116211,-65.95833587646484,9.672999
-51.20833969116211,-65.875,9.675
-51.20833969116211,-65.79166412353516,9.594999
-51.20833969116211,-65.70833587646484,9.591
-51.20833969116211,-65.625,9.592999
-51.20833969116211,-65.54166412353516,9.584
-51.20833969116211,-65.45833587646484,9.545
-51.20833969116211,-65.375,9.53
-51.20833969116211,-65.29166412353516,9.566
-51.20833969116211,-65.20833587646484,9.533999
-51.20833969116211,-65.125,9.533
-51.20833969116211,-65.04166412353516,9.521999
-51.20833969116211,-64.95833587646484,9.514999
-51.20833969116211,-64.875,9.589
-51.20833969116211,-64.79166412353516,9.607
-51.20833969116211,-64.70833587646484,9.568
-51.20833969116211,-64.625,9.514999
-51.20833969116211,-64.54166412353516,9.5199995
-51.20833969116211,-64.45833587646484,9.516
-51.20833969116211,-64.375,9.491
-51.20833969116211,-64.29166412353516,9.432
-51.20833969116211,-64.20833587646484,9.416
-51.20833969116211,-64.125,9.378
-51.20833969116211,-64.04166412353516,9.368
-51.20833969116211,-63.95833206176758,9.405999
-51.20833969116211,-63.874996185302734,9.411
-51.20833969116211,-63.79166030883789,9.377
-51.20833969116211,-63.70833206176758,9.341
-51.20833969116211,-63.624996185302734,9.323999
-51.20833969116211,-63.54166030883789,9.318
-51.20833969116211,-63.45833206176758,9.288
-51.20833969116211,-63.374996185302734,9.258
-51.20833969116211,-63.29166030883789,9.278999
-51.20833969116211,-63.20833206176758,9.268
-51.20833969116211,-63.124996185302734,9.233999
-51.20833969116211,-63.04166030883789,9.239
-51.20833969116211,-62.95833206176758,9.245
-51.20833969116211,-62.874996185302734,9.222
-51.20833969116211,-62.79166030883789,9.179
-51.20833969116211,-62.70833206176758,9.156
-51.20833969116211,-62.624996185302734,9.184999
-51.20833969116211,-62.54166030883789,9.215
-51.20833969116211,-62.45833206176758,9.205999
-51.20833969116211,-62.374996185302734,9.181
-51.20833969116211,-62.29166030883789,9.182
-51.20833969116211,-62.20833206176758,9.164
-51.20833969116211,-62.124996185302734,9.186
-51.20833969116211,-62.04166030883789,9.228
-51.20833969116211,-61.95833206176758,9.292
-51.20833969116211,-61.874996185302734,9.323
-51.20833969116211,-61.79166030883789,9.337999
-51.20833969116211,-61.70833206176758,9.452
-51.20833969116211,-61.624996185302734,9.5130005
-51.20833969116211,-61.54166030883789,9.536
-51.20833969116211,-61.45833206176758,9.564
-51.20833969116211,-61.374996185302734,9.606
-51.20833969116211,-61.29166030883789,9.523
-51.20833969116211,-61.20833206176758,9.326
-51.20833969116211,-61.124996185302734,9.106
-51.20833969116211,-61.04166030883789,8.978
-51.20833969116211,-60.95833206176758,9.033
-51.20833969116211,-60.874996185302734,9.195
-51.20833969116211,-60.79166030883789,9.29
-51.20833969116211,-60.70833206176758,9.408
-51.20833969116211,-60.624996185302734,9.554999
-51.20833969116211,-60.54166030883789,9.618
-51.20833969116211,-60.45833206176758,9.853
-51.20833969116211,-60.374996185302734,9.946
-51.20833969116211,-60.29166030883789,9.823
-51.20833969116211,-60.20833206176758,9.684
-51.20833969116211,-60.124996185302734,9.700999
-51.20833969116211,-60.04166030883789,9.7369995
-51.20833969116211,-59.95833206176758,9.78
-51.20833969116211,-59.874996185302734,9.656
-51.20833969116211,-59.79166030883789,9.637
-51.20833969116211,-59.70833206176758,9.639
-51.20833969116211,-59.624996185302734,9.691
-51.20833969116211,-59.54166030883789,9.714
-51.20833969116211,-59.45833206176758,9.762
-51.20833969116211,-59.374996185302734,9.872
-51.20833969116211,-59.29166030883789,9.789
-51.20833969116211,-59.20833206176758,9.603
-51.20833969116211,-59.124996185302734,9.422999
-51.20833969116211,-59.04166030883789,9.385
-51.20833969116211,-58.95833206176758,9.517
-51.20833969116211,-58.874996185302734,9.577
-51.20833969116211,-58.79166030883789,9.608
-51.20833969116211,-58.70833206176758,9.584
-51.20833969116211,-58.624996185302734,9.549
-51.20833969116211,-58.54166030883789,9.556
-51.20833969116211,-58.45833206176758,9.569
-51.20833969116211,-58.374996185302734,9.523
-51.20833969116211,-58.29166030883789,9.488999
-51.20833969116211,-58.20833206176758,9.485
-51.20833969116211,-58.124996185302734,9.45
-51.20833969116211,-58.04166030883789,9.398
-51.20833969116211,-57.95833206176758,9.299
-51.20833969116211,-57.874996185302734,9.271
-51.20833969116211,-57.79166030883789,9.297999
-51.20833969116211,-57.70833206176758,9.334
-51.20833969116211,-57.624996185302734,9.363
-51.20833969116211,-57.54166030883789,9.33
-51.20833969116211,-57.45833206176758,9.308
-51.20833969116211,-57.374996185302734,9.235
-51.20833969116211,-57.29166030883789,9.125
-51.20833969116211,-57.20833206176758,9.037
-51.20833969116211,-57.124996185302734,8.908
-51.20833969116211,-57.04166030883789,8.759
-51.20833969116211,-56.95833206176758,8.695
-51.20833969116211,-56.874996185302734,8.694
-51.20833969116211,-56.79166030883789,8.604
-51.20833969116211,-56.70833206176758,8.594999
-51.20833969116211,-56.624996185302734,8.517
-51.20833969116211,-56.54166030883789,8.497
-51.20833969116211,-56.45833206176758,8.481
-51.20833969116211,-56.374996185302734,8.485
-51.20833969116211,-56.29166030883789,8.467999
-51.20833969116211,-56.20833206176758,8.446
-51.20833969116211,-56.124996185302734,8.377
-51.20833969116211,-56.04166030883789,8.36
-51.20833969116211,-55.95833206176758,8.4
-51.20833969116211,-55.874996185302734,8.358
-51.20833969116211,-55.79166030883789,8.327
-51.20833969116211,-55.70833206176758,8.401999
-51.20833969116211,-55.624996185302734,8.427
-51.20833969116211,-55.54166030883789,8.401
-51.20833969116211,-55.45833206176758,8.333
-51.20833969116211,-55.374996185302734,8.386
-51.20833969116211,-55.29166030883789,8.33
-51.20833969116211,-55.20833206176758,8.273
-51.20833969116211,-55.124996185302734,8.216
-51.20833969116211,-55.04166030883789,8.18
-51.20833969116211,-54.95833206176758,8.148
-51.20833969116211,-54.874996185302734,8.059
-51.20833969116211,-54.79166030883789,8.04
-51.20833969116211,-54.70833206176758,7.9969997
-51.20833969116211,-54.624996185302734,7.94
-51.20833969116211,-54.54166030883789,7.88
-51.20833969116211,-54.45833206176758,7.841
-51.20833969116211,-54.374996185302734,7.703
-51.20833969116211,-54.29166030883789,7.6289997
-51.20833969116211,-54.20833206176758,7.566
