lat,lon,MODISA_L3m_SST4_Monthly_9km_R2019_0_sst4
-55.6250114440918,-68.95833587646484,8.37
-55.6250114440918,-68.875,8.408
-55.6250114440918,-68.79166412353516,8.453
-55.6250114440918,-68.70833587646484,8.427
-55.6250114440918,-68.625,8.407
-55.6250114440918,-68.54166412353516,8.456
-55.6250114440918,-68.45833587646484,8.471
-55.6250114440918,-68.375,8.431
-55.6250114440918,-68.29166412353516,8.43
-55.6250114440918,-68.20833587646484,8.439
-55.6250114440918,-68.125,8.474
-55.6250114440918,-68.04166412353516,8.405
-55.6250114440918,-67.95833587646484,8.498
-55.6250114440918,-67.875,8.549
-55.6250114440918,-67.79166412353516,8.562
-55.6250114440918,-67.70833587646484,8.546
-55.6250114440918,-67.625,8.465
-55.6250114440918,-67.54166412353516,8.438
-55.6250114440918,-67.45833587646484,8.394
-55.6250114440918,-67.375,8.186
-55.6250114440918,-67.29166412353516,8.261
-55.6250114440918,-67.20833587646484,8.346
-55.6250114440918,-67.125,8.377
-55.6250114440918,-67.04166412353516,8.3949995
-55.6250114440918,-66.95833587646484,8.44
-55.6250114440918,-66.875,8.474999
-55.6250114440918,-66.79166412353516,8.504
-55.6250114440918,-66.70833587646484,8.519
-55.6250114440918,-66.625,8.474
-55.6250114440918,-66.54166412353516,8.462
-55.6250114440918,-66.45833587646484,8.346
-55.6250114440918,-66.375,8.155
-55.6250114440918,-66.29166412353516,7.972
-55.6250114440918,-66.20833587646484,7.771
-55.6250114440918,-66.125,7.528
-55.6250114440918,-66.04166412353516,7.1359997
-55.6250114440918,-65.95833587646484,6.811
-55.6250114440918,-65.875,6.646
-55.6250114440918,-65.79166412353516,6.554
-55.6250114440918,-65.70833587646484,6.571
-55.6250114440918,-65.625,6.561
-55.6250114440918,-65.54166412353516,6.54
-55.6250114440918,-65.45833587646484,6.502
-55.6250114440918,-65.375,6.4799995
-55.6250114440918,-65.29166412353516,6.4049997
-55.6250114440918,-65.20833587646484,6.389
-55.6250114440918,-65.125,6.331
-55.6250114440918,-65.04166412353516,6.2939997
-55.6250114440918,-64.95833587646484,6.316
-55.6250114440918,-64.875,6.291
-55.6250114440918,-64.79166412353516,6.252
-55.6250114440918,-64.70833587646484,6.1819997
-55.6250114440918,-64.625,6.1169996
-55.6250114440918,-64.54166412353516,6.068
-55.6250114440918,-64.45833587646484,6.039
-55.6250114440918,-64.375,6.034
-55.6250114440918,-64.29166412353516,5.9789996
-55.6250114440918,-64.20833587646484,5.926
-55.6250114440918,-64.125,5.889
-55.6250114440918,-64.04166412353516,5.8869996
-55.6250114440918,-63.95833206176758,5.85
-55.6250114440918,-63.874996185302734,5.828
-55.6250114440918,-63.79166030883789,5.829
-55.6250114440918,-63.70833206176758,5.8279996
-55.6250114440918,-63.624996185302734,5.844
-55.6250114440918,-63.54166030883789,5.8279996
-55.6250114440918,-63.45833206176758,5.751
-55.6250114440918,-63.374996185302734,5.737
-55.6250114440918,-63.29166030883789,5.6879997
-55.6250114440918,-63.20833206176758,5.646
-55.6250114440918,-63.124996185302734,5.724
-55.6250114440918,-63.04166030883789,5.797
-55.6250114440918,-62.95833206176758,5.819
-55.6250114440918,-62.874996185302734,5.863
-55.6250114440918,-62.79166030883789,5.815
-55.6250114440918,-62.70833206176758,5.86
-55.6250114440918,-62.624996185302734,5.871
-55.6250114440918,-62.54166030883789,5.851
-55.6250114440918,-62.45833206176758,5.858
-55.6250114440918,-62.374996185302734,5.862
-55.6250114440918,-62.29166030883789,5.874
-55.6250114440918,-62.20833206176758,5.896
-55.6250114440918,-62.124996185302734,5.9449997
-55.6250114440918,-62.04166030883789,5.966
-55.6250114440918,-61.95833206176758,5.97
-55.6250114440918,-61.874996185302734,5.9519997
-55.6250114440918,-61.79166030883789,5.97
-55.6250114440918,-61.70833206176758,5.973
-55.6250114440918,-61.624996185302734,5.9319997
-55.6250114440918,-61.54166030883789,5.916
-55.6250114440918,-61.45833206176758,5.928
-55.6250114440918,-61.374996185302734,5.996
-55.6250114440918,-61.29166030883789,6.0839996
-55.6250114440918,-61.20833206176758,6.27
-55.6250114440918,-61.124996185302734,6.173
-55.6250114440918,-61.04166030883789,6.053
-55.6250114440918,-60.95833206176758,6.041
-55.6250114440918,-60.874996185302734,6.066
-55.6250114440918,-60.79166030883789,6.106
-55.6250114440918,-60.70833206176758,6.1829996
-55.6250114440918,-60.624996185302734,6.191
-55.6250114440918,-60.54166030883789,6.232
-55.6250114440918,-60.45833206176758,6.1619997
-55.6250114440918,-60.374996185302734,6.1689997
-55.6250114440918,-60.29166030883789,6.207
-55.6250114440918,-60.20833206176758,6.265
-55.6250114440918,-60.124996185302734,6.338
-55.6250114440918,-60.04166030883789,6.3719997
-55.6250114440918,-59.95833206176758,6.272
-55.6250114440918,-59.874996185302734,6.271
-55.6250114440918,-59.79166030883789,6.305
-55.6250114440918,-59.70833206176758,6.361
-55.6250114440918,-59.624996185302734,6.488
-55.6250114440918,-59.54166030883789,6.611
-55.6250114440918,-59.45833206176758,6.555
-55.6250114440918,-59.374996185302734,6.534
-55.6250114440918,-59.29166030883789,6.5299997
-55.6250114440918,-59.20833206176758,6.5299997
-55.6250114440918,-59.124996185302734,6.514
-55.6250114440918,-59.04166030883789,6.499
-55.6250114440918,-58.95833206176758,6.503
-55.6250114440918,-58.874996185302734,6.479
-55.6250114440918,-58.79166030883789,6.5249996
-55.6250114440918,-58.70833206176758,6.5839996
-55.6250114440918,-58.624996185302734,6.609
-55.6250114440918,-58.54166030883789,6.631
-55.6250114440918,-58.45833206176758,6.6769996
-55.6250114440918,-58.374996185302734,6.7739997
-55.6250114440918,-58.29166030883789,6.763
-55.6250114440918,-58.20833206176758,6.791
-55.6250114440918,-58.124996185302734,6.778
-55.6250114440918,-58.04166030883789,6.788
-55.6250114440918,-57.95833206176758,6.784
-55.6250114440918,-57.874996185302734,6.777
-55.6250114440918,-57.79166030883789,6.744
-55.6250114440918,-57.70833206176758,6.717
-55.6250114440918,-57.624996185302734,6.691
-55.6250114440918,-57.54166030883789,6.725
-55.6250114440918,-57.45833206176758,6.7029996
-55.6250114440918,-57.374996185302734,6.722
-55.6250114440918,-57.29166030883789,6.7809997
-55.6250114440918,-57.20833206176758,6.7929997
-55.6250114440918,-57.124996185302734,6.796
-55.6250114440918,-57.04166030883789,6.698
-55.6250114440918,-56.95833206176758,6.659
-55.6250114440918,-56.874996185302734,6.7749996
-55.6250114440918,-56.79166030883789,6.795
-55.6250114440918,-56.70833206176758,6.6559997
-55.6250114440918,-56.624996185302734,6.5829997
-55.6250114440918,-56.54166030883789,6.534
-55.6250114440918,-56.45833206176758,6.509
-55.6250114440918,-56.374996185302734,6.52
-55.6250114440918,-56.29166030883789,6.494
-55.6250114440918,-56.20833206176758,6.4849997
-55.6250114440918,-56.124996185302734,6.463
-55.6250114440918,-56.04166030883789,6.416
-55.6250114440918,-55.95833206176758,6.391
-55.6250114440918,-55.874996185302734,6.39
-55.6250114440918,-55.79166030883789,6.37
-55.6250114440918,-55.70833206176758,6.3339996
-55.6250114440918,-55.624996185302734,6.202
-55.6250114440918,-55.54166030883789,6.191
-55.6250114440918,-55.45833206176758,6.07
-55.6250114440918,-55.374996185302734,5.738
-55.6250114440918,-55.29166030883789,5.628
-55.6250114440918,-55.20833206176758,5.68
-55.6250114440918,-55.124996185302734,5.593
-55.6250114440918,-55.04166030883789,5.5639997
-55.6250114440918,-54.95833206176758,5.4969997
-55.6250114440918,-54.874996185302734,5.437
-55.6250114440918,-54.79166030883789,5.465
-55.6250114440918,-54.70833206176758,5.456
-55.6250114440918,-54.624996185302734,5.375
-55.6250114440918,-54.54166030883789,5.273
-55.6250114440918,-54.45833206176758,5.166
-55.6250114440918,-54.374996185302734,5.072
-55.6250114440918,-54.29166030883789,4.957
-55.6250114440918,-54.20833206176758,4.851
-55.6250114440918,-54.124996185302734,4.802
-55.6250114440918,-54.04166030883789,4.822
